id,title,rating,snippet,likes,date,iso_date,Summary
257402d6-1932-4174-9619-7957c80007e5,Riskaikha Galib,2,"Maaf ya, untuk pesanan cod nya dah bagus, tpi kalau bisa untuk pengiriman tolong dong di mksimalkan ya kak, saya pesan paket dri awal bulan nyampe baru hari ini, hmpir setiap hari saya cek status paket, alhamdulillah udah sampai di kota tujuan, ehh tiba² di suruh cek berkala dalam 2/3 hari, pas di cek lagi tau² udah di daerah kuburaya-kalimantan barat, wahh nyasar nya kurang jauhhh🙄😆😆",20,"September 25, 2024",2024-09-25T09:01:27Z,
c1dc4412-4e70-4445-b722-4384555e8867,Dinda Nur,3,"Kenapa Shopee sekarang super lemot sekalii, jadi tidak nyaman banget kalau mau check out barang di live keburu barang nya kehabisan, kalau buka keranjang juga bikin lemot banget padahal jaringan juga bagus.",3,"September 24, 2024",2024-09-24T00:58:04Z,
7bd338be-ba9f-4004-81e2-357dffcc3251,Rika Rizqi,4,"Hallo pihak Shopee, bisakah kembalikan ekspedisi jnt karna cma jnt blm mengalami masalah. Namun jika tidak bisa, maka mohon diperbaiki lagi expedisi SPX. karna ditempat saya kebanyakan lambat sekali sampai. Dan kebanyakan barangnya kalau gak hilang HILANG/YA dikembalikan oleh pihak kurir. Terimakasih!",877,"September 12, 2024",2024-09-12T06:02:40Z,
2abb18c6-fe3b-412b-935c-158a067a7ca2,Syamsir Ramadhan,5,"Senangnya belanja dishopee,tapi yang kesalnya belanja cod cek dulu pertama paket sudah terbuka dari kurir barang tidak sesuai,karena masih ditangan kurir, kurir suruh kembalikan dan divideokan sama kurir, yang kedua paket sudah terbuka dan jumlah berkurang, pesanan 20 pcs,isinya cuma 10 pcs, kemudian kurir suruh kembalikan aja. Setelah itu saya gak bisa belanja cod, anjir anjir Mana bisa kita belanja bayar dulu baru pesanan diantar, soalnya ditoko saya ramai orang.",233,"September 24, 2024",2024-09-24T02:37:36Z,
5a730385-0141-40d7-ae75-c9595ea15439,Maretta Ngui,1,Kecewa dengan shopee... ekspedisi spx selalu bermasalah.. tapi seperti konsumen dipaksakan pakai spx karena ga bisa pilih ekspedisi lain seperti dulu lagi.. tolong kalo spx ga bisa lakukan pengiriman di tiadakan saja ekspedisi ini,35,"September 25, 2024",2024-09-25T01:49:09Z,"Secara keseluruhan, pengguna merasa bahwa Shopee memudahkan belanja, namun banyak keluhan tentang SPX (Shopee Express) yang lambat dan tidak akurat. Pengguna berharap untuk bisa memilih jasa ekspedisi sendiri seperti sebelumnya, tanpa dipaksa menggunakan SPX, serta mengeluhkan biaya tambahan dari kurir, layanan CS yang kurang responsif, dan kendala pada aplikasi yang sering lambat dan bermasalah."
98b34c87-2690-43a7-8933-29c493426e60,Nazaru Desu,2,"Over all bagus, cuman ada beberapa hal yg musti dibenahi dari layanan cs yg kadang ngalor ngidul ketika saya bertanya mengenai masalah, nanya kemana dijawab kemana, itu tidak nyaman seolah gamau tau tentang masalah pengguna, lalu pengembalian barang yang di cancel buyer itu tidak balik lagi ke pengirim, si status sudah di kembalikan tapi nyatanya beberapa hari saya tidak menerima barang tersebut dan kemungkinan hilang, dan itu terjadi menggunakan ekspedisi spx, apa yg terjadi?",9,"September 25, 2024",2024-09-25T01:53:14Z,
c2a690ba-f1c6-4b89-942f-7723edd20768,Maulana,3,"Tolong perbaiki status pengiriman SPX express regular, Karena terkadang tidak akurat dengan posisi di Google Mapnya. Di Info Pengiriman barangnya di Sortir Jakarta DC, sedangkan posisi di Google Mapnya ada di Banjarmasin. Dan juga sebelum di Sortir Jakarta DC, statusnya ""pesanan masih dalam perjalanan menuju kota tujuan"" tapi setelahnya malah tetap di Jakarta",51,"September 14, 2024",2024-09-14T07:10:51Z,
9be0836c-abc5-4401-b9c9-675a8355ede8,Siti Ayu Lestari,4,"Tolong yaa pihak shopee, untuk jasa kirimnya jgn di atur otomatis sama sistem. Kalau bisa pembeli lah yang atur/memilih ekspedisi sendiri seperti yg lalu², jgn bisa pilih sendiri tp malah tidak ada potongan ongkir. Sy kurang setuju dgn kurir SPX yg selalu direkomendasikan, sebab kurir ekspedisi minta tambahan biaya diluar harga paket & Ongkir yg sdh tertera untuk pengantaran ke Alamat. Jadi saya merasa keberatan...karena tiap kali pengantaran paket ada tambahan biayanya terus.",1113,"August 31, 2024",2024-08-31T21:50:36Z,
d16a5ce0-05f2-4cff-9ecc-4a30844b24d6,ade pratama,5,"Lemot,sering gangguan,layar sering ngeblank.. Padahal udah pakai hp ram 12 Paling gak sukanya lagi..kami sebagai seller di paksa pakai shoppe expres & tidak bisa di nonaktifkan,masih ada biaya layanan,biaya admin biaya terus. Shopee expres itu Pengirimannya lambat,gak sesuai estimasi,sering dapat komplain,yang bagian pickup paket & CS di cabang kota kami tidak ramah sama sekali.jadi gak senyaman dulu jualan.serasa hidup kembali ke jaman kolonial dulu. Kita yang punya dagangan tapi kita di atur.",512,"September 23, 2024",2024-09-23T12:11:41Z,
f1ea7bf8-71eb-46b9-87f4-c4708bd00566,Yulia Nelisda,1,"Dear shopee. Awal saya pakai shopee sangat menarik. Bisa pilih ekspedisi mana untuk pengantaran paket. Dan banyak promo gratis ongkir. Setahun ini saya kecewa dengan shopee karna voucher gratis ongkirnya sedikit. Dan yg paling saya tidak suka adalah pengiriman melalui SPX. Namanya express tapi leletnya nauzubillah. Bahkan 3 hari lewat dri tggal estimasi. Terkadang sudah ""menuju alamat"" tp gak datang sampai besoknya.",400,"September 09, 2024",2024-09-09T06:55:51Z,"Pengguna mengapresiasi Shopee sebagai platform belanja yang lengkap, namun keluhan terkait pengiriman melalui SPX yang lambat, paket yang dibuka tanpa izin, dan penurunan kualitas promo gratis ongkir menjadi perhatian utama. Selain itu, pengguna berharap perbaikan pada biaya layanan yang meningkat, prosedur kurir yang lebih baik, serta optimalisasi aplikasi dan penanganan bug."
d63e95de-a4d6-4efc-8c12-33302ab81821,Ika Adillah,2,"shopee sekarang meskipun ada vocher kaya nggada bedanya, harus ada biaya layanan lah penanganan lah, belum lagi gratis ongkir harus ada minimal pembelian, pengiriman super lama, padahal cuma dari kota sebelah bisa sampe seminggu baru dateng, kek plislahh, kalo banyak biaya tambahan harusnya lebih nyaman belanjanya, saya pribadi sebagai pembeli merasa dirugikan.. mohon ditingkatkan kualitas online shopenya, jangan cuma biayanya yang dinaikan🙂👍",133,"September 17, 2024",2024-09-17T09:28:11Z,
a6d22ecb-d837-4115-8906-0b4ea30c3b21,putri aminah karnain,3,"situs belanja dan jualbeli terlengkap, sangat disayangkan kalau belanja di shopee sekarang pakai kurir SPX dan paket saya selalu dibuka sama pihak ekspedisi (kalau belanjaan sudah di bayar/bukan COD). Ditanya ke abang kurir, ya jawabannya mereka ambil dari tempat sortir sudah dlm keadaan robek packing/lakban sudah dibuka. Semoga kedepannya bisa lebih amanah dlm mengirim barang pembeli.",19,"September 16, 2024",2024-09-16T16:35:31Z,
30fd6cbb-0667-4253-a3e4-57d41bd13122,Wirra Saputra,4,Overall aplikasi ini sudah bagus tetapi tolong kalo di setiap iklan tuh jangan suka nyulik (membawa masuk ke dalam aplikasi padahal saya tidak ingin membukanya) dan juga untuk bug lebih di perbaiki lagi serta di optimalkan untuk aplikasi nya... Terimakasih,709,"September 20, 2024",2024-09-20T15:40:49Z,
3ee52207-f1bd-4a62-83f4-577045070ac2,Erlangga Pratama,5,"kasus baru ini (salah kirim alamat) untuk Kurir dimohon dibuat prosedur pengiriman seperti (konfirmasi pemilik rumah, chat/telp) jika ada salah satu dari itu kita bisa cari solusi sendiri. Bukannya hanya asal taro kirim foto bukti, jujur ini pertama kali salah kirim dan solusinya hanya mengajukan pengembalian",3,"September 26, 2024",2024-09-26T04:01:23Z,
6eb967ea-b7b3-4b14-8b82-7450fd2e0214,Wahyu Saputra,1,"Sekarang lemot banget, respon lama, tombol back lola, jadi males buka nya... Update coment baru nih, makin buruk, baru buka aplikasi masih ok, halaman kebuka lancar, setelah masuk ke toko atau ke etalase halaman putih semua ga da gambar padahal speed internet kenceng ram lega memori lega... Kenapa???????????????? Bener2 buruk.........tambahan lagi nih,update sekarang buat scrol susah,harus di tengah2 baru bisa scoll....hadeh...hadeh...tambah buruk",808,"September 04, 2024",2024-09-04T02:51:36Z,"Pengguna menyukai pengalaman belanja di Shopee sebagai aplikasi belanja dengan kurir yang ramah, namun banyak keluhan terkait performa aplikasi yang lambat, kesulitan saat melakukan scroll dan terjadi perubahan otomatis pada metode pembayaran. Selain itu, pengguna berharap perbaikan fitur favorit dan pengurangan biaya ongkir untuk meningkatkan pengalaman berbelanja."
1abe0b10-daa0-4db9-a4df-8e1e57ead321,pinkvalentine,2,"Min tolonglah bagian favorit itu dibetulin. Kalo habis hapus produk favorit tuh pasti bakal kerefresh dari awal lagi favoritnya yg paling atas. Jd harus scroll ke bawah lg dan lg, bolak balik ke gitu mulu. Ga ngaruh kalo chat ke shopeenya langsung, udh sering soalnya. Thanks.",5,"September 26, 2024",2024-09-26T12:58:45Z,
725cf81e-a5ce-4d57-a204-8c47bcf30f2d,Surcradis,3,"kemarin saya complain tentang alamat yang otomatis berubah. sekarang pembayaran yang berubah. saya tidak pernah bayar menggunakan shopeepay, yang ada mungkin tersimpan disitu. lalu hari ini saya memesan shopeefood seperti biasa. tanpa sadar yang biasanya selalu COD, TIBA-TIBA SHOPEEPAY. mungkin saya teledor juga namun ini sering terjadi dan pasti suatu saat pasti saya teledor kan? kenapa harus ada sistem seperti ini? apalagi jika pengemudi menerima uang CASH walaupun sudah tau saya bayar digital",19,"September 24, 2024",2024-09-24T06:26:25Z,
d1a00b0b-8caf-4ea7-8291-1b8e78144038,Nauval_ Nasaruddin,4,"Masih banyak yang saya rasa gak masuk akal di aplikasi shoopr ini, terkadang ongkir lebih mahal di bandingkan harga barang, tapi tidak masalahlah pokoknya terbaiklah Shoope, cuman mau kasih saran tolong dong untuk ongkirnya di lebih di murahkan lagi biar makin banyak peminatnya/penggunanya, semoga kedepannya ongkir di shoope bisa di turunkan lagi biayanya. Akun shoope @nauval_nasaruddin",0,"September 26, 2024",2024-09-26T13:14:42Z,
595e8b18-5f29-4774-a1ac-81f4b3ccee3d,Rahmat Fadil,5,"Aplikasi nya bagus,kalau mau belanja online pokoknya di Shopee aja kurir nya juga sangat² ramah 👍👍👍👍👍 Pokoknya saya beri bintang 5 lahh ""Jaman sekarang kalau enggak belanja di Shopee!!!!!!! Yang benar aja rugi dong""😎",7,"September 25, 2024",2024-09-25T14:05:04Z,
c3c28164-4c96-44d5-8270-ddafd95da38c,Syahrul Awaludin,1,"Suatu sistem marketing yang paling ga gak guna dsn ngebuat saya berhenti brlanja di shopee adalah adsnya biaya penanganan, dan biaya layanan kelihatan simple tapi jujur sangat menganggu. Setiap saya melakukan transaksi selalu ngak jadi kalo ngeliat biaya tsb.",11,"September 26, 2024",2024-09-26T08:12:40Z,"Pengguna merasa dimudahkan dalam berbelanja berbagai kebutuhan dengan lengkap, namun optimasi aplikasi untuk perangkat dengan spesifikasi rendah diharapkan dapat ditingkatkan. Pengguna merasa terganggu dengan biaya layanan dan penanganan tambahan, estimasi pengiriman yang tidak akurat, serta keterbatasan pilihan kurir yang memperlambat proses pengiriman."
734a1c1f-a03c-4f18-ac78-680bec6dc777,Naura Kurniawan,2,"Sangat menyebalkan ya kok beda estimasi kirim yang ditampilkan pada saat sebelum cekout 3-5,5-7 hari walau dengan pilihan subsidi ongkir. Tapi pas saat pengiriman menjadi 2 Minggu!!!!! Dikirim ia jalur darat/laut. Ini kenapa tidak diinput dari awal estimasi pengiriman disampaikan dgn jujur, kan kita bisa rubah pilihan kurir atau jasa ongkir!!!!!, Apalagi kalau sudah ""dipaksakan"" menggunakan kurir spx atau shopee express, alamat laaaaamaaaaa pastinya!!!",135,"September 02, 2024",2024-09-02T23:25:21Z,
d4c58d3e-79a3-47ed-be85-443e9d1b6dd7,Yayan Hendrawan,3,Saya beri bintang 3 aj jadi gak perlu 5 karena apa... Permasalahan saya tidak bisa di bantu sampai sekarang oleh pihak CS... terutama di Shopee pinjam... Gak pernah lolos/acc...alasan nya di aplikasi gak jelas...telp cs pun permasalahan nya gak bisa membantu dgn alasan SISTEM... SISTEM itu bisa di ubah apabila ada permasalahan pada konsumen... Shopee PINJAM TIDAK BISA... REGISTRASI Shopee pay latter jg GAK BISA... Mendingan gak usah ada fitur seperti itu admin di aplikasi nya....,0,"September 26, 2024",2024-09-26T07:31:55Z,
72390c49-715d-41b3-ba5b-c085da243a34,Zahratun Dina,4,"Saran saja, sebaiknya dibalikkan lagi fitur yang bisa milih exspedisi seperti dulu, soalnya ada beberapa exspedisi yang pengirimannya sangat lama bahkan lewat jauh dari tanggal perkiraan estimasi, ada beberapa pesanan yang dibutuhkan cepat tapi datangnya malah lewat jauh dari tanggal perkiraan",56,"September 19, 2024",2024-09-19T18:27:48Z,
ab82f7c8-a8d1-4c60-a4bb-06983e099d07,Muhamad Ali Rizkyyullah Ibnu Asy'ad,5,"Aplikasi shopee memudahkan saya dalam berbelanja. Mulai dari makanan, pakaian, serta mainan ada lengkap di Shopee. Namun untuk ponsel ram 2 yang saya gunakan bisa dibilang agak lemot untuk memuat barang-barang atau menyukai barang dan memasukkan barang belanja ke keranjang, saya harap tim dev shopee bisa memberikan optimasi lebih untuk perangkat yang memiliki spec yang low seperti saya agar bisa lebih nyaman dalam menggunakan aplikasi yang bagus ini. Overrall nice work Shopee",1,"September 26, 2024",2024-09-26T11:28:56Z,
c80e5c6b-8bde-442e-86e1-77202217a085,Derry Prasetyo,1,"SI PALING RIBET!! Apa2 dibatasi, Apa2 diblokir, Apa2 kena peringatan.. Aplikasi paling aneh! Skrg aja dana saya masih di blokir, belum bisa di cairkan, notif nya ADA AKTIVITAS MENCURIGAKAN, apalah! Chat CS malah dibikin makin ribet lagi aja!!!! HATI-HATI AJA UNTUK PENJUAL BESAR",23,"September 24, 2024",2024-09-24T18:03:51Z,"
Pengguna mengeluhkan dana yang diblokir dan sulit dicairkan, serta proses pengembalian barang yang rumit dan tidak ada tanggapan dari CS. Selain itu, aplikasi sering keluar tiba-tiba saat digunakan, pengiriman lambat, dan pilihan ekspedisi terbatas, membuat pengalaman berbelanja kurang nyaman."
6c737115-7af4-416c-bb05-dfbfc2351a42,Mas Nopand,2,"Sempet berlangganan sih apapun belinya lewat Shopee. tapi semenjak beli barang tapi tidak sesuai di skripsi, barang di kembalikan ke alamat penjual tapi di tolak, sudah melakukan komplain sampai2 di suruh admin Shopee kirim manual ke alamat penjual dg resiko biaya ongkir sendiri, tetap saja tidak ada kelanjutan lagi, sy tanyakan di forum diskusi pun tdk ada respon. Ntahlah....",3,"September 25, 2024",2024-09-25T09:51:36Z,
d83afd08-e6bd-4376-8a7e-d6debd63969c,Hanifa Nuha zhafira123,3,Tolong ya diperbaiki aplikasi shopping nya soalnya klo masuk login suka ngelek tiba2 aja keluar dari aplikasi tolong diperbaiki LG bagi yang bersangkutan. Saya kadang kesel klo lg lihat2 gambar barang tiba-tiba keluar dari aplikasi begitu saja,48,"September 11, 2024",2024-09-11T08:46:28Z,
d014a134-0891-41a1-939e-de22dfb07613,Moch Fathurozi,4,"Saya belanja di shoope terus ,baru kali ini pengiriman nya agak lelet.ini salah satu problem nya yang harus diperbaiki dulu.🙏saya pakek JNE reguler kak emang udah nggak ada pilihan lain hanya itu saja.mulai kemarin pesenan status nya masih di sortir",0,"September 24, 2024",2024-09-24T13:47:14Z,
378d7e30-34ad-4173-9826-f6a5d662420a,KoalaPo,5,"Pengelaman aplikasi shopee nya bekerja dengan baik, Berbelanja dengan baik juga, Tapi masalahnya kalau aku kelamaan menggunakannya suka berhenti, terus gak bisa ngapa-ngapain. nge-kliknya kadang suka nge-bug, scrollnya juga lambat dan hp cepat panas, pemborosan baterai juga, terkadang susah dapatin gratis ongkir nya sama Map alamat pengirimannya juga suka nge-bug Tolong ya kakak diperbaiki lagi aplikasinya, aku suka berbelanja di aplikasi ini. Sudah aku kasih rating 5 buat kakak 🙏😊",3551,"August 23, 2024",2024-08-23T20:54:50Z,
17463546-7695-4cdd-aaa5-692feabc2b69,Martiyos,1,"Ini lah salah satu kelemahan shoppy yg tidak mau berbenah dan tidak mau mendengarkan masukan dan terlalu memaksakan untuk memakai ekspedisi mereka yaitu SPX. Kenapa saat CO otomatis memakai expedisi SPX dan kenapa tidak sepeeti dulu lagi pembeli bebas memilih ekspedisi saat CO. Setiap pakai SPX slalu mengecewakan,estiminasi tidak akurat dan kurir jiga menunda nunda untuk mengantar Kan pesanan ke alamat. Tidak masuk akal pengiriman dalam pulau menggunakan SPX memakan waktu 2 minggu lebih.",319,"September 09, 2024",2024-09-09T22:33:07Z,Menjadi salah satu aplikasi favorit untuk berbelanja karena tidak perlu keluar rumah. Namun banyak keluhan di bagian jasa pengiriman karena terlalu lama dan tidak dapat memilih jasa pengiriman yang pengguna inginkan.
90903ecf-71d5-4e10-bc67-c579bbfd3037,Wildan Perdana Putra,2,"tolong untuk aplikasi Shopee, jangan dihapus lah untuk opsi bisa ubah expedisi. karna biar ada kebebasan untuk pelanggan bisa memilih. kalau dipatenkan gitu tidak semua ke daerah expedisi yg telah ditentukan bisa ontime dan customer puas. tolong ini diperhatikan lagi. terima kasih.",60,"September 21, 2024",2024-09-21T17:18:26Z,
49770e63-936b-446e-b5da-507d147297de,Faradila Devi,3,"Kak kok sekarang shopee udah gak bisa pilih jasa kirim / ekspedisi sih? Aku dari dulu selalu menghindari salah satu ekspedisi karna kinerjanya gak bagus, kirim paketnya lama banget, dan sekarang gara2 shopee gk bisa pilih ekspedisi mau gak mau aku harus pake ekspedisi itu lagi dan bener kan ternyata paket ku bermasalah lagi di ekspedisi itu. Plis balikin shopee yang dulu kak, adain lagi fitur buyer bisa pilih ekspedisi yang di inginkan biar gak terulang lagi kejadian ini",47,"September 14, 2024",2024-09-14T01:22:23Z,
6056579c-bd6b-4600-ba3d-35b2ff5d39f0,Aldi Renaldi,4,"untuk pelayanan penjual nya baik, tpi mohon untuk jasa kirim nya knapa sangat lama, kadang paket nya tidak di antar, dan untuk no WA ,kurir Spx nya kalau bisa di Tampilkan agar mudah untuk menghubungi,",0,"September 19, 2024",2024-09-19T02:20:23Z,
404597cd-41f0-4e7a-94bf-5ed96a206a57,Jusma Desfianti,5,"Salah satu Aplikasi terfavv aplikasi belanja yang aman dan mudahhh,, belanja jadi enak karna ga perlu keluar rumah sudah bisa dapat barang yang dibutuhkan. Tapi sering banget ada kurir yang meretur barang tanpa alasan apalagi barang yang dibutuhkan bangettt ,,emg kalo Spx jadi kebanyakan murah dan sering banget gratis ongkir tapi yah yang amanah bisa bisa akun kita ga bisa COD Lagi.",4993,"August 01, 2024",2024-08-01T12:35:54Z,
62356e3e-47af-4ffd-84eb-894ff384ac3a,Jeremy Mangantara,1,"Sangat mengecewakan, sudah 2 kali pesan hp, yang pertama menunggu 10 hari, tercecer/hilang, sekarang pesan ke 2 sudah di dekat setelah menunggu 9 hari, paketnya di kembalikan ke penjual, tidak lagi saya pesan di shopee, pengalaman pertama sudah buruk seperti ini",13,"September 26, 2024",2024-09-26T11:18:05Z,"Pengguna puas dengan semua fitur yang ada di Shopee seperti, COD, paylater, dan gratis ongkir, membuat belanja jadi nyaman. Namun, pengiriman SPX sering lambat dan tidak akurat, membuat pengalaman berbelanja menurun."
1ea7d16a-5c54-4891-b602-43177fefc575,Dheva wirwanie Dheva,2,"Shopee kenapa sih sekarang gak bisa pilih ekspedisi kalo COD an, Males banget pake expedisi SPX pengiriman lama banget, padahal udah pilih yg reguler masih aja lelet, bahkan lebih dari seminggu barang belum sampai juga, beda banget sama expedisi yg sebelah emg super cepet barangnya sampai",35,"September 19, 2024",2024-09-19T03:58:52Z,
0a1e7e2d-22bd-43bb-b5b7-14922b0adb49,Sur Yono,3,"Mohon maaf.. kenapa sekarang untuk pengiriman ke sulawesi barat lebih lambat akhir-akhir ini.. dulu paling lambat rata rata 4 hari tapi sekarang 5 hari paling cepat, bahkan paling sering sekarang satu minggu rata rata baru sampai pesanan di konsumen.. entah itu paket hemat ataupun reguler sama saja kalau di perhatikan sebenarnya pihak penjual lumayan cepat respon tapi di jasa pengiriman yang lambat respon.. mohon infonya.",3,"September 22, 2024",2024-09-22T10:46:58Z,
065f58d0-9a21-4713-882e-cc1e65d05bcd,Diva,4,"saya lebih suka shope yang dulu di karenakan bisa memilih ekspedisi/pengirim paket. knpa harus shope expres seharusnya paket sya udh dateng kemarin tapi mas"" nya belum juga kunjung datang tapi kok di pengiriman pesanan sya udah selesai dan juga ada bukti pengiriman padahal sya sama sekali belum menerima paketnya.Untuk shope expres mohon untuk cepat ya ngirimnya karna saya butuh sekali sama barang nya kalau tidak terlalu butuh mah saya bakal b aja. Terimakasih😁",1,"September 18, 2024",2024-09-18T22:54:04Z,
dec0b894-e03d-4f39-b679-aa7a4cd412d9,Adi Siyaki,5,"Hallo sophe, Dari sejak tahun 2017 sampai saat ini.. Aku puas dengan semua fitur,paylater,cod,gratis ongkir,harga paling murah, sering dapet barang gratis semuanya fitur shope aku suka, Tapi kalo boleh kasih saran, Kalo disetiap pengiriman yang sudah perjalanan kelokasi/kerumah kita dikasih tau nama kurirnya, jadi semisal sy sedang tidak dirumah saya bisa langsung menghubungi kurir tersebut &memberi tahukan kalau saya tidak dirumah uang paket saya titipkan kekeluarga/ketetangga, terimakasih🙏",0,"September 25, 2024",2024-09-25T20:49:00Z,
