id,rating,snippet,likes,platform,label
ae47d923-ef2e-40ca-aa51-b3bb8edcc65e,1,"Sopi makin kacau, pelanggan makin gak punya kuasa buat milih jasa expedisi. Rata"" di pilihkan ke sopi hemat/ standart tp pelayanan sangat buruk. Paket saya selalu di buka ketika saya terima. Kembalikan hak pelanggan untuk bisa pilih jasa expedisi yg punya pelayanan bagus n pket tiba dg aman",46,shopee,negatif
257402d6-1932-4174-9619-7957c80007e5,2,"Maaf ya, untuk pesanan cod nya dah bagus, tpi kalau bisa untuk pengiriman tolong dong di mksimalkan ya kak, saya pesan paket dri awal bulan nyampe baru hari ini, hmpir setiap hari saya cek status paket, alhamdulillah udah sampai di kota tujuan, ehh tiba² di suruh cek berkala dalam 2/3 hari, pas di cek lagi tau² udah di daerah kuburaya-kalimantan barat, wahh nyasar nya kurang jauhhh🙄😆😆",20,shopee,negatif
c1dc4412-4e70-4445-b722-4384555e8867,3,"Kenapa Shopee sekarang super lemot sekalii, jadi tidak nyaman banget kalau mau check out barang di live keburu barang nya kehabisan, kalau buka keranjang juga bikin lemot banget padahal jaringan juga bagus.",3,shopee,netral
7bd338be-ba9f-4004-81e2-357dffcc3251,4,"Hallo pihak Shopee, bisakah kembalikan ekspedisi jnt karna cma jnt blm mengalami masalah. Namun jika tidak bisa, maka mohon diperbaiki lagi expedisi SPX. karna ditempat saya kebanyakan lambat sekali sampai. Dan kebanyakan barangnya kalau gak hilang HILANG/YA dikembalikan oleh pihak kurir. Terimakasih!",877,shopee,positif
2abb18c6-fe3b-412b-935c-158a067a7ca2,5,"Senangnya belanja dishopee,tapi yang kesalnya belanja cod cek dulu pertama paket sudah terbuka dari kurir barang tidak sesuai,karena masih ditangan kurir, kurir suruh kembalikan dan divideokan sama kurir, yang kedua paket sudah terbuka dan jumlah berkurang, pesanan 20 pcs,isinya cuma 10 pcs, kemudian kurir suruh kembalikan aja. Setelah itu saya gak bisa belanja cod, anjir anjir Mana bisa kita belanja bayar dulu baru pesanan diantar, soalnya ditoko saya ramai orang.",233,shopee,positif
5a730385-0141-40d7-ae75-c9595ea15439,1,Kecewa dengan shopee... ekspedisi spx selalu bermasalah.. tapi seperti konsumen dipaksakan pakai spx karena ga bisa pilih ekspedisi lain seperti dulu lagi.. tolong kalo spx ga bisa lakukan pengiriman di tiadakan saja ekspedisi ini,35,shopee,negatif
98b34c87-2690-43a7-8933-29c493426e60,2,"Over all bagus, cuman ada beberapa hal yg musti dibenahi dari layanan cs yg kadang ngalor ngidul ketika saya bertanya mengenai masalah, nanya kemana dijawab kemana, itu tidak nyaman seolah gamau tau tentang masalah pengguna, lalu pengembalian barang yang di cancel buyer itu tidak balik lagi ke pengirim, si status sudah di kembalikan tapi nyatanya beberapa hari saya tidak menerima barang tersebut dan kemungkinan hilang, dan itu terjadi menggunakan ekspedisi spx, apa yg terjadi?",9,shopee,negatif
c2a690ba-f1c6-4b89-942f-7723edd20768,3,"Tolong perbaiki status pengiriman SPX express regular, Karena terkadang tidak akurat dengan posisi di Google Mapnya. Di Info Pengiriman barangnya di Sortir Jakarta DC, sedangkan posisi di Google Mapnya ada di Banjarmasin. Dan juga sebelum di Sortir Jakarta DC, statusnya ""pesanan masih dalam perjalanan menuju kota tujuan"" tapi setelahnya malah tetap di Jakarta",51,shopee,netral
9be0836c-abc5-4401-b9c9-675a8355ede8,4,"Tolong yaa pihak shopee, untuk jasa kirimnya jgn di atur otomatis sama sistem. Kalau bisa pembeli lah yang atur/memilih ekspedisi sendiri seperti yg lalu², jgn bisa pilih sendiri tp malah tidak ada potongan ongkir. Sy kurang setuju dgn kurir SPX yg selalu direkomendasikan, sebab kurir ekspedisi minta tambahan biaya diluar harga paket & Ongkir yg sdh tertera untuk pengantaran ke Alamat. Jadi saya merasa keberatan...karena tiap kali pengantaran paket ada tambahan biayanya terus.",1113,shopee,positif
d16a5ce0-05f2-4cff-9ecc-4a30844b24d6,5,"Lemot,sering gangguan,layar sering ngeblank.. Padahal udah pakai hp ram 12 Paling gak sukanya lagi..kami sebagai seller di paksa pakai shoppe expres & tidak bisa di nonaktifkan,masih ada biaya layanan,biaya admin biaya terus. Shopee expres itu Pengirimannya lambat,gak sesuai estimasi,sering dapat komplain,yang bagian pickup paket & CS di cabang kota kami tidak ramah sama sekali.jadi gak senyaman dulu jualan.serasa hidup kembali ke jaman kolonial dulu. Kita yang punya dagangan tapi kita di atur.",512,shopee,positif
f1ea7bf8-71eb-46b9-87f4-c4708bd00566,1,"Dear shopee. Awal saya pakai shopee sangat menarik. Bisa pilih ekspedisi mana untuk pengantaran paket. Dan banyak promo gratis ongkir. Setahun ini saya kecewa dengan shopee karna voucher gratis ongkirnya sedikit. Dan yg paling saya tidak suka adalah pengiriman melalui SPX. Namanya express tapi leletnya nauzubillah. Bahkan 3 hari lewat dri tggal estimasi. Terkadang sudah ""menuju alamat"" tp gak datang sampai besoknya.",400,shopee,negatif
d63e95de-a4d6-4efc-8c12-33302ab81821,2,"shopee sekarang meskipun ada vocher kaya nggada bedanya, harus ada biaya layanan lah penanganan lah, belum lagi gratis ongkir harus ada minimal pembelian, pengiriman super lama, padahal cuma dari kota sebelah bisa sampe seminggu baru dateng, kek plislahh, kalo banyak biaya tambahan harusnya lebih nyaman belanjanya, saya pribadi sebagai pembeli merasa dirugikan.. mohon ditingkatkan kualitas online shopenya, jangan cuma biayanya yang dinaikan🙂👍",133,shopee,negatif
a6d22ecb-d837-4115-8906-0b4ea30c3b21,3,"situs belanja dan jualbeli terlengkap, sangat disayangkan kalau belanja di shopee sekarang pakai kurir SPX dan paket saya selalu dibuka sama pihak ekspedisi (kalau belanjaan sudah di bayar/bukan COD). Ditanya ke abang kurir, ya jawabannya mereka ambil dari tempat sortir sudah dlm keadaan robek packing/lakban sudah dibuka. Semoga kedepannya bisa lebih amanah dlm mengirim barang pembeli.",19,shopee,netral
30fd6cbb-0667-4253-a3e4-57d41bd13122,4,Overall aplikasi ini sudah bagus tetapi tolong kalo di setiap iklan tuh jangan suka nyulik (membawa masuk ke dalam aplikasi padahal saya tidak ingin membukanya) dan juga untuk bug lebih di perbaiki lagi serta di optimalkan untuk aplikasi nya... Terimakasih,709,shopee,positif
3ee52207-f1bd-4a62-83f4-577045070ac2,5,"kasus baru ini (salah kirim alamat) untuk Kurir dimohon dibuat prosedur pengiriman seperti (konfirmasi pemilik rumah, chat/telp) jika ada salah satu dari itu kita bisa cari solusi sendiri. Bukannya hanya asal taro kirim foto bukti, jujur ini pertama kali salah kirim dan solusinya hanya mengajukan pengembalian",3,shopee,positif
6eb967ea-b7b3-4b14-8b82-7450fd2e0214,1,"Sekarang lemot banget, respon lama, tombol back lola, jadi males buka nya... Update coment baru nih, makin buruk, baru buka aplikasi masih ok, halaman kebuka lancar, setelah masuk ke toko atau ke etalase halaman putih semua ga da gambar padahal speed internet kenceng ram lega memori lega... Kenapa???????????????? Bener2 buruk.........tambahan lagi nih,update sekarang buat scrol susah,harus di tengah2 baru bisa scoll....hadeh...hadeh...tambah buruk",808,shopee,negatif
1abe0b10-daa0-4db9-a4df-8e1e57ead321,2,"Min tolonglah bagian favorit itu dibetulin. Kalo habis hapus produk favorit tuh pasti bakal kerefresh dari awal lagi favoritnya yg paling atas. Jd harus scroll ke bawah lg dan lg, bolak balik ke gitu mulu. Ga ngaruh kalo chat ke shopeenya langsung, udh sering soalnya. Thanks.",5,shopee,negatif
725cf81e-a5ce-4d57-a204-8c47bcf30f2d,3,"kemarin saya complain tentang alamat yang otomatis berubah. sekarang pembayaran yang berubah. saya tidak pernah bayar menggunakan shopeepay, yang ada mungkin tersimpan disitu. lalu hari ini saya memesan shopeefood seperti biasa. tanpa sadar yang biasanya selalu COD, TIBA-TIBA SHOPEEPAY. mungkin saya teledor juga namun ini sering terjadi dan pasti suatu saat pasti saya teledor kan? kenapa harus ada sistem seperti ini? apalagi jika pengemudi menerima uang CASH walaupun sudah tau saya bayar digital",19,shopee,netral
d1a00b0b-8caf-4ea7-8291-1b8e78144038,4,"Masih banyak yang saya rasa gak masuk akal di aplikasi shoopr ini, terkadang ongkir lebih mahal di bandingkan harga barang, tapi tidak masalahlah pokoknya terbaiklah Shoope, cuman mau kasih saran tolong dong untuk ongkirnya di lebih di murahkan lagi biar makin banyak peminatnya/penggunanya, semoga kedepannya ongkir di shoope bisa di turunkan lagi biayanya. Akun shoope @nauval_nasaruddin",0,shopee,positif
595e8b18-5f29-4774-a1ac-81f4b3ccee3d,5,"Aplikasi nya bagus,kalau mau belanja online pokoknya di Shopee aja kurir nya juga sangat² ramah 👍👍👍👍👍 Pokoknya saya beri bintang 5 lahh ""Jaman sekarang kalau enggak belanja di Shopee!!!!!!! Yang benar aja rugi dong""😎",7,shopee,positif
c3c28164-4c96-44d5-8270-ddafd95da38c,1,"Suatu sistem marketing yang paling ga gak guna dsn ngebuat saya berhenti brlanja di shopee adalah adsnya biaya penanganan, dan biaya layanan kelihatan simple tapi jujur sangat menganggu. Setiap saya melakukan transaksi selalu ngak jadi kalo ngeliat biaya tsb.",11,shopee,negatif
734a1c1f-a03c-4f18-ac78-680bec6dc777,2,"Sangat menyebalkan ya kok beda estimasi kirim yang ditampilkan pada saat sebelum cekout 3-5,5-7 hari walau dengan pilihan subsidi ongkir. Tapi pas saat pengiriman menjadi 2 Minggu!!!!! Dikirim ia jalur darat/laut. Ini kenapa tidak diinput dari awal estimasi pengiriman disampaikan dgn jujur, kan kita bisa rubah pilihan kurir atau jasa ongkir!!!!!, Apalagi kalau sudah ""dipaksakan"" menggunakan kurir spx atau shopee express, alamat laaaaamaaaaa pastinya!!!",135,shopee,negatif
d4c58d3e-79a3-47ed-be85-443e9d1b6dd7,3,Saya beri bintang 3 aj jadi gak perlu 5 karena apa... Permasalahan saya tidak bisa di bantu sampai sekarang oleh pihak CS... terutama di Shopee pinjam... Gak pernah lolos/acc...alasan nya di aplikasi gak jelas...telp cs pun permasalahan nya gak bisa membantu dgn alasan SISTEM... SISTEM itu bisa di ubah apabila ada permasalahan pada konsumen... Shopee PINJAM TIDAK BISA... REGISTRASI Shopee pay latter jg GAK BISA... Mendingan gak usah ada fitur seperti itu admin di aplikasi nya....,0,shopee,netral
72390c49-715d-41b3-ba5b-c085da243a34,4,"Saran saja, sebaiknya dibalikkan lagi fitur yang bisa milih exspedisi seperti dulu, soalnya ada beberapa exspedisi yang pengirimannya sangat lama bahkan lewat jauh dari tanggal perkiraan estimasi, ada beberapa pesanan yang dibutuhkan cepat tapi datangnya malah lewat jauh dari tanggal perkiraan",56,shopee,positif
ab82f7c8-a8d1-4c60-a4bb-06983e099d07,5,"Aplikasi shopee memudahkan saya dalam berbelanja. Mulai dari makanan, pakaian, serta mainan ada lengkap di Shopee. Namun untuk ponsel ram 2 yang saya gunakan bisa dibilang agak lemot untuk memuat barang-barang atau menyukai barang dan memasukkan barang belanja ke keranjang, saya harap tim dev shopee bisa memberikan optimasi lebih untuk perangkat yang memiliki spec yang low seperti saya agar bisa lebih nyaman dalam menggunakan aplikasi yang bagus ini. Overrall nice work Shopee",1,shopee,positif
c80e5c6b-8bde-442e-86e1-77202217a085,1,"SI PALING RIBET!! Apa2 dibatasi, Apa2 diblokir, Apa2 kena peringatan.. Aplikasi paling aneh! Skrg aja dana saya masih di blokir, belum bisa di cairkan, notif nya ADA AKTIVITAS MENCURIGAKAN, apalah! Chat CS malah dibikin makin ribet lagi aja!!!! HATI-HATI AJA UNTUK PENJUAL BESAR",23,shopee,negatif
6c737115-7af4-416c-bb05-dfbfc2351a42,2,"Sempet berlangganan sih apapun belinya lewat Shopee. tapi semenjak beli barang tapi tidak sesuai di skripsi, barang di kembalikan ke alamat penjual tapi di tolak, sudah melakukan komplain sampai2 di suruh admin Shopee kirim manual ke alamat penjual dg resiko biaya ongkir sendiri, tetap saja tidak ada kelanjutan lagi, sy tanyakan di forum diskusi pun tdk ada respon. Ntahlah....",3,shopee,negatif
d83afd08-e6bd-4376-8a7e-d6debd63969c,3,Tolong ya diperbaiki aplikasi shopping nya soalnya klo masuk login suka ngelek tiba2 aja keluar dari aplikasi tolong diperbaiki LG bagi yang bersangkutan. Saya kadang kesel klo lg lihat2 gambar barang tiba-tiba keluar dari aplikasi begitu saja,48,shopee,netral
d014a134-0891-41a1-939e-de22dfb07613,4,"Saya belanja di shoope terus ,baru kali ini pengiriman nya agak lelet.ini salah satu problem nya yang harus diperbaiki dulu.🙏saya pakek JNE reguler kak emang udah nggak ada pilihan lain hanya itu saja.mulai kemarin pesenan status nya masih di sortir",0,shopee,positif
378d7e30-34ad-4173-9826-f6a5d662420a,5,"Pengelaman aplikasi shopee nya bekerja dengan baik, Berbelanja dengan baik juga, Tapi masalahnya kalau aku kelamaan menggunakannya suka berhenti, terus gak bisa ngapa-ngapain. nge-kliknya kadang suka nge-bug, scrollnya juga lambat dan hp cepat panas, pemborosan baterai juga, terkadang susah dapatin gratis ongkir nya sama Map alamat pengirimannya juga suka nge-bug Tolong ya kakak diperbaiki lagi aplikasinya, aku suka berbelanja di aplikasi ini. Sudah aku kasih rating 5 buat kakak 🙏😊",3551,shopee,positif
17463546-7695-4cdd-aaa5-692feabc2b69,1,"Ini lah salah satu kelemahan shoppy yg tidak mau berbenah dan tidak mau mendengarkan masukan dan terlalu memaksakan untuk memakai ekspedisi mereka yaitu SPX. Kenapa saat CO otomatis memakai expedisi SPX dan kenapa tidak sepeeti dulu lagi pembeli bebas memilih ekspedisi saat CO. Setiap pakai SPX slalu mengecewakan,estiminasi tidak akurat dan kurir jiga menunda nunda untuk mengantar Kan pesanan ke alamat. Tidak masuk akal pengiriman dalam pulau menggunakan SPX memakan waktu 2 minggu lebih.",319,shopee,negatif
90903ecf-71d5-4e10-bc67-c579bbfd3037,2,"tolong untuk aplikasi Shopee, jangan dihapus lah untuk opsi bisa ubah expedisi. karna biar ada kebebasan untuk pelanggan bisa memilih. kalau dipatenkan gitu tidak semua ke daerah expedisi yg telah ditentukan bisa ontime dan customer puas. tolong ini diperhatikan lagi. terima kasih.",60,shopee,negatif
49770e63-936b-446e-b5da-507d147297de,3,"Kak kok sekarang shopee udah gak bisa pilih jasa kirim / ekspedisi sih? Aku dari dulu selalu menghindari salah satu ekspedisi karna kinerjanya gak bagus, kirim paketnya lama banget, dan sekarang gara2 shopee gk bisa pilih ekspedisi mau gak mau aku harus pake ekspedisi itu lagi dan bener kan ternyata paket ku bermasalah lagi di ekspedisi itu. Plis balikin shopee yang dulu kak, adain lagi fitur buyer bisa pilih ekspedisi yang di inginkan biar gak terulang lagi kejadian ini",47,shopee,netral
6056579c-bd6b-4600-ba3d-35b2ff5d39f0,4,"untuk pelayanan penjual nya baik, tpi mohon untuk jasa kirim nya knapa sangat lama, kadang paket nya tidak di antar, dan untuk no WA ,kurir Spx nya kalau bisa di Tampilkan agar mudah untuk menghubungi,",0,shopee,positif
404597cd-41f0-4e7a-94bf-5ed96a206a57,5,"Salah satu Aplikasi terfavv aplikasi belanja yang aman dan mudahhh,, belanja jadi enak karna ga perlu keluar rumah sudah bisa dapat barang yang dibutuhkan. Tapi sering banget ada kurir yang meretur barang tanpa alasan apalagi barang yang dibutuhkan bangettt ,,emg kalo Spx jadi kebanyakan murah dan sering banget gratis ongkir tapi yah yang amanah bisa bisa akun kita ga bisa COD Lagi.",4993,shopee,positif
62356e3e-47af-4ffd-84eb-894ff384ac3a,1,"Sangat mengecewakan, sudah 2 kali pesan hp, yang pertama menunggu 10 hari, tercecer/hilang, sekarang pesan ke 2 sudah di dekat setelah menunggu 9 hari, paketnya di kembalikan ke penjual, tidak lagi saya pesan di shopee, pengalaman pertama sudah buruk seperti ini",13,shopee,negatif
1ea7d16a-5c54-4891-b602-43177fefc575,2,"Shopee kenapa sih sekarang gak bisa pilih ekspedisi kalo COD an, Males banget pake expedisi SPX pengiriman lama banget, padahal udah pilih yg reguler masih aja lelet, bahkan lebih dari seminggu barang belum sampai juga, beda banget sama expedisi yg sebelah emg super cepet barangnya sampai",35,shopee,negatif
0a1e7e2d-22bd-43bb-b5b7-14922b0adb49,3,"Mohon maaf.. kenapa sekarang untuk pengiriman ke sulawesi barat lebih lambat akhir-akhir ini.. dulu paling lambat rata rata 4 hari tapi sekarang 5 hari paling cepat, bahkan paling sering sekarang satu minggu rata rata baru sampai pesanan di konsumen.. entah itu paket hemat ataupun reguler sama saja kalau di perhatikan sebenarnya pihak penjual lumayan cepat respon tapi di jasa pengiriman yang lambat respon.. mohon infonya.",3,shopee,netral
065f58d0-9a21-4713-882e-cc1e65d05bcd,4,"saya lebih suka shope yang dulu di karenakan bisa memilih ekspedisi/pengirim paket. knpa harus shope expres seharusnya paket sya udh dateng kemarin tapi mas"" nya belum juga kunjung datang tapi kok di pengiriman pesanan sya udah selesai dan juga ada bukti pengiriman padahal sya sama sekali belum menerima paketnya.Untuk shope expres mohon untuk cepat ya ngirimnya karna saya butuh sekali sama barang nya kalau tidak terlalu butuh mah saya bakal b aja. Terimakasih😁",1,shopee,positif
dec0b894-e03d-4f39-b679-aa7a4cd412d9,5,"Hallo sophe, Dari sejak tahun 2017 sampai saat ini.. Aku puas dengan semua fitur,paylater,cod,gratis ongkir,harga paling murah, sering dapet barang gratis semuanya fitur shope aku suka, Tapi kalo boleh kasih saran, Kalo disetiap pengiriman yang sudah perjalanan kelokasi/kerumah kita dikasih tau nama kurirnya, jadi semisal sy sedang tidak dirumah saya bisa langsung menghubungi kurir tersebut &memberi tahukan kalau saya tidak dirumah uang paket saya titipkan kekeluarga/ketetangga, terimakasih🙏",0,shopee,positif
88e7ab98-fcd3-4de1-b405-6c16fc88d2a5,1,"Jasa kirim dipilih sama sistem itu ga efektif. Sistem lebih sering otomatis memilih SPX dibanding jasa kirim yang lain. Tapi nyatanya SPX ini emang ga bagus pengirimannya. Lemot. Salah sortir mulu, muter-muter susah banget sesuai sama tanggal estimasi. Kalo emang mau semua orang pake jada kirim dari pihak kalian (SPX) ya lebih baik benahi dulu cara kerja pengiriman kalian. Jangan masih belum teratur tapi 'maksa' secara halus gini.",276,shopee,negatif
92e8c305-6eda-4549-a858-6c99a69cd93b,2,"KEMBALIKAN FITUR PILIH EKSPEDISI, PLEASE !!! Nggak pernah sampai sekecewa ini, nggak sekali duakali dapat ekspedisi yang super lemoot sering lambat nggak tepat waktu, walau diganti voucher garansi tetep nggak bisa ganti kerugian barang telat datang. Tolonglah beri kebijakan yang nggak merugikan. Jangan sampai kita lari ke sebelah karena shopee yang bikin ribet prosesnya. Sekian",39,shopee,negatif
16434955-dc85-43ba-a421-337db341de53,3,"Belanja di shopee mentang mentang gratis ongkir lemot,, dan saya Sudah 2x daptar kredit payleter selalu gagal tidak ada alasan apapun suruh coba lagi nanti ,, padahal data sudah lengkap mana ribet lg ga kaya Lazada dan tiktok lebih mudah dan langsung di setujui dan dalam hitungan detik,, mangkanya jarang belanja di shopee sekarang",1,shopee,netral
9b7f2b06-a363-49a6-8296-dba830bc35db,4,"belanja melalui shopee termasuk nyaman, akan tetapi sering terjadi masalah ketika menggunakan voucher dg keterangan voucher sudah di gunakan (padahal jelas belum digunakan sama sekali). mohon diperbaiki dari pihak shope untuk menjaga kenyamanan para pengguna. terimakasih",1,shopee,positif
25caf768-5463-46a1-92ad-227da4b4981f,5,"SEMOGA DITANGGAPI : Mohon untuk lebih selektip lagi dalam perihal kerja sama dengan ekspedisi. Terjadi keterlambatan sampai 2 hari ,bukan ada konvensasi pengganti keterlambatan berupa voucher. Namun mesti dilihat juga costumer CO pun ngitung waktu pengirimannya. Ada beberapa yg emang perlu pas tanggal estimasi di gunakan. Dalam kasus ini barang udah di pick tgl 16 jam 9 pagi, tahu² ada notif gagal kirim di jam 9 malam. 12 jam barang ""jalan²"".yg akhirnya dikirim besoknya.",689,shopee,positif
02fd11cf-4470-460d-8fb8-7b335c3be535,1,"Aplikasi ini sdh tdk bagus, sdh beberapa peket sya hilang dlm perjalanan dan pengiriman sering lambat datang melebihi dri batas estimasi nya. dan hanya voucher 10rb doank yg selalu diberikan itu pun ada batas waktu pemakaiannya, itu tdk sebanding dgn kerugian kamu sebagai penjual barang2..",16,shopee,negatif
020bea35-c5da-402c-939a-3e16a89bbbd5,2,"Sebenar nya saya kurang suka dengan aplikasi shoppy ini, alasan, yaitu, kurir dari pusat, hingga sampai dekat kampung saya sangat lemot pengiriman nya, respon nya jarang ada yg respon, dii setiap toko apa aja yg ada di shoppy ini kebanyakan Respon chat nya amat kurang, alias lemot, & sebagian sama sekali tak ada respon sehari semalem suntuk, terkadang 2-3 hari baru lah ada respon, mana hobby nya ngeblokir pulak ni aplikasi shoppy pusat ini, padahal saya ada cancel²an amaaat dikit² banget..",2,shopee,negatif
ebad1782-5429-4e61-9aed-fdb9df8fe225,3,"Ini tidak bisa ya klo semisal untuk merubah jasa kirim itu sebelum CO???? Karena setiap selesai CO pasti lupa nge cek jasa kirim nya apa!!! Contoh saya sendiri, setiap kali kena jasa kirim ANTERAJA selalu telat, lewati batas waktu pengiriman.",0,shopee,netral
cb404f71-7534-497b-821c-e838c2101330,4,"Saya kalo bayar slalu tepat waktu tapi kenapa limit ngga naek ,terus cair tgl 11 kenapa tgl pembayaran tgl 10 ,yg lebih membingung kan pas mau beli pulsa darurat kenapa ( LIMIT MU KADARLUASA ) sedangkan sblum nya masih ada dan limit masih gede,harus nya cs yg slalu bayar tepat waktu di perhatikan booz ,soal nya saya belum ngecewain ke pihak SHOPEE dan TOKO yg ada di Shopee ,Mudah2 kedepan nya di kasih nyaman 🙏",9,shopee,positif
64c6be20-319e-4127-904d-f04e329fbfa4,5,"shopee semakin maju, baik penjual maupun pembeli diberikan tempatnya masing masing, pembeli juga bisa dapat keuntungan dengan mengikuti program affiliate, karena keterbatasan waktu saya cuma bisa buat konten vidio 1 sehari, tapi sudah terbukti membayar meskipun masih pemula, menciptakan suatu ekosistem yang baik, saya suka dan ini menarik, perlu dicoba ya salam 🙏",0,shopee,positif
62745ad6-6e94-4cda-8dcb-cb96460f484e,1,"Haah tiap mau bayar pakai shoppy pay pasti ada tulisan sedang downloading mohon tunggu, itu terus saat melakukan pembayaran, kalau di tunggu download nya udah 30mnt masih di 0℅ angkanya, jadi tidak bisa menyelesaikan pembayarannya, jadi mohon diperbaiki lah jadi sulit kalau selalu tidak bisa melakukan pembayaran shoppy pay nya.",42,shopee,negatif
512980dc-b5d6-4c40-874e-43d723c1a7c5,2,"Ekpedisi spx sekarang lelet banget.. Spx hemat ,regular ataupun express point sama aja semua. Reguler biasanya 3 ato 4 hari sudah sampai,ini paling cepat seminggu baru sampai.. Mana sekarang ekspedisi tidak bisa dipilih agi.. Mengecewakan.",173,shopee,negatif
8a5a984e-d783-4b24-b6bf-8f14e9fb0bc3,3,"Dari kejadian yg saya alami: 1. System COD masih buruk dan bisa dimanfaatkan oleh oknum penjual maupun oknum karyawan shopee 2. Harga yang ditampilkan belum tentu sesuai gambar yang ditampilkan 3. Penyelesaian Kasus yang hanya berat kepada pihak penjual 4. Shopee terlalu memanfaatkan konsumen guna kepentingan primosi dan trafik data fishing. Congrat BoBy, well job",1,shopee,netral
