id,title,rating,snippet,likes,date,iso_date,summary
3a2220cd-3e1c-45c6-b3fb-8bdb8eeeb8e3,Yasmine,1,"Kapok belanja di Tokopedia. Pernah beli baju di toko colorbox ternyata barangnya ada defect (jahitan dol) lalu ngajuin pengembalian. Ternyata ongkir yg nanggung kita dong, rugi banget asli. Padahal bukan kesalahan kita & udah melampirkan bukti video unboxing juga. Satu lagi, Tokopedia juga sering ngebatalin pesanan secara sepihak dgn alasan dibatalkan oleh sistem. Parah, kalo ada -100 udah saya kasih. Mending belanja di e commerce lain.",340,"September 19, 2024",2024-09-19T12:03:22Z,"Proses pengembalian barang karena kesalahan seller sangat merugikan, karena ongkir harus ditanggung oleh pembeli. Pesanan sering dibatalkan sepihak saat menggunakan voucher. Kurir rekomendasi tidak memuaskan, tracking kacau, dan barang tidak sampai meski sudah diasuransikan. Asuransi pun ternyata tidak membantu."
7ab25c56-99c1-4f70-9650-6f210bbb4ffa,Anonim ___,2,"Vochernya kebanyakan pembohongan,udah dichek out suka tiba²dibatalin sistem kalau pakai vocher..pengiriman lama dengan kurir /expedisi yg ga jelas..beda bgt dengan shopee/Lazada(serba mudah dan ekspedisinya juga cepat dan mudah dilacak,tidak pernah ada pembatalan sistem)tokped kenapa sih,udah banyak kritikan dg kasus yg sama harusnya diperbaiki bukan cuma dibaca doang tp masih gitu² aja",15,"September 16, 2024",2024-09-16T00:03:51Z,
6e45ae93-ede4-4cf6-905d-5de5afe0ae25,Aziz Sodikin,3,"Secara interface bagus, cari barang juga mudah transaksi juga mudah tapi fitur KURIR REKOMENDASI itu fitur yang sampah!!! Tracking barang juga susah, solusinya mending bikin ekspedisi sendiri aja jangan pakai KURIR REKOMENDASI lagi yang ujung2nya pelanggan jadi kecewa karena estimasi barang sampai jadi mundur lama dan tracking amburadul",172,"August 30, 2024",2024-08-30T17:02:16Z,
faffeeed-25e1-4f19-9c01-4333bdd0c5c8,IndraAbaz el-Muh,4,"Kecewa berat,, pengawasan terhadap toko berlabel Official Store SANGAT KURANG,, padahal saya sudah upgrade TokopediaCard untuk belanja di sini.. guys yang ketipu TF ongkir manual dan produk tidak terkirim, ataupun jika terkirim tidak terjamin kualitasnya. sementara saya naikkan ke bintang 4, semoga terus ada koreksi dan perbaikan. Toped mantap.",14,"August 23, 2024",2024-08-23T15:45:08Z,
6f816d10-f117-444d-9c41-258b5c80edb4,Agus riyanto,5,"Tokopedia tidak beres, belanjaan saya dari bulan mei sampai sekarang belum sampai, uang pengembalianpun belum ada dengan alasan menunggu berkas BAP dari kurir. Saran aja, jangan dipake lagi ini aplikasi, merugikan konsumen dan nggak bejus menangani kendala. Percuma juga belanja pake Asuransi, nggak ngaruh.",129,"September 24, 2024",2024-09-24T06:12:42Z,
ef1c1390-ccb8-4122-9b8f-4b27cc77b17e,Eni Lestari,1,"Tokopedia jelek banget. Diskon nya gk ada. Barang yg dijual mahal, banyak biaya penangananya. Giliran ada kendala pengiriman ngajuin komplain lama banget penangananya, padahal saya beli barang karna butuh. Tp lama banget proses nya.. udah gitu gk ngasih info kontak kurir, kasih lah kontak nya jgn cuma nama nya aja, biar kita pelanggan langsung bisa nanya ke kurir nya. Kalau ada bintang minus udah saya kasih minus 1000",575,"September 12, 2024",2024-09-12T00:33:28Z,"Pengiriman lambat, penangganan komplain lama, dan kontak kurir tidak tersedia. Pengguna tidak bisa pilih ekspedisi, terutama saat pakai voucher. Kurir rekomendasi sering bermasalah, dan barang terlambat sampai. Meskipun banyak diskon, pengiriman jadi kendala utama di Tokopedia."
20b31b3f-ee28-4945-9fd4-7f592500887b,Arlo Aufa,2,"kecewa dengan sistem pengiriman nya, mana ga bisa milih klo yg pakai voucher, +kadang penjualny konfirmasi pengiriman pas tenggat waktu mau habis, saat udh dikirim pun lama ketika sudah berada di kota kita, eh masih nyantol beberapa hari, saat estimasi hari terakhir baru dikirim, peda dengan apk oren, saat udah berada di kota kita, hari itu atau besok ny sudah tiba, bahkan kadang lebih cepat dri estimasi awal.... 😔",8,"September 18, 2024",2024-09-18T23:06:02Z,
055d5285-ff0b-4fc3-a251-21e0dcebc03f,Denz Gokillions,3,"kecewa dengan pelayanan yang cukup lambat dan Tokopedia care yang tidak cukup membantu. Ditambah dengan *d express yang katanya kurir rekomendasi, paket saya waktu dilacak sudah selesai diantar, tapi saya sama sekali belum menerima barang yang saya pesan , padahal pembayaran tidak bisa COD",1,"September 21, 2024",2024-09-21T03:56:13Z,
5b955561-5b78-4ccd-9033-df99760c0819,Mariyam Raniyah,4,"Pengiriman di tokopedia ini lama banget, sesama jawa timur dikirim penjual tanggal 27, nyampe ke alamat tgl 30, pdhl saya pengguna plus. Itu kalau di e-commerce lain kemungkinan dtg di tgl 28 atau 29nya. Sayangnya pelanggan di tokped gak bisa pilih ekspedisi, jadi gak bisa diandalkan kalau perlu cepat. Kurir rekomendasinya pun, gak ada yg secepat e-commerce sebelah. Padahal di tokped banyak diskon, hanya kendala di pengiriman aja. Semoga kedepannya bisa ditingkatkan kembali.",118,"July 31, 2024",2024-07-31T06:03:18Z,
4c47de00-cb1a-4dea-aa2a-5bf32c3ebf5c,Gilang Fathurahman,5,"Puas belanja ditokopedia, udah simple ga banyak fitur ribet terus sering ngadain promo dan diskon lagi. Semoga kedepannya semakin lancar lagi terutama bagian home kadang suka error dan bug. Terimakasih TOKOPEDIA",141,"September 15, 2024",2024-09-15T09:53:57Z,
575d00d7-2090-42a8-8ffc-6b1056c9d158,Tuty sri Setyowati,1,"Terlalu banyak aturan, masa beli menggunakan akun baru ""DIBATALKAN SISTEM""? Padahal jelas² menggunakan handphone yang berbeda dengan akun satunya. Pengiriman kurir rekomendasi selalu dapat JNE yang pengirimannya selalu terlambat melebihi tanggal estimasi kedatangan barang. Keterlambatan kedatangan barang tidak dapat kompensasi keterlambatan, tidak sama seperti Shopee jika barang yang datang melebihi tanggal estimasi kedatangan maka customer akan mendapatkan kompensasi berupa voucher",404,"September 12, 2024",2024-09-12T09:23:47Z,"Tokopedia sering membatalkan pesanan sistem, kurir rekomendasi lambat, dan keterlambatan tidak mendapat kompensasi. Toko kurang responsif, pengiriman lambat, dan beberapa fitur aplikasi harus diunduh. Cache aplikasi menumpuk di RAM, membuat perangkat lambat, terutama saat browsing lama."
bc24d773-c794-4eb8-8a43-e74df60d4c18,Alex Franklin,2,"menggunakan kurir rekomendasi tokopedia semacam id ex***s sangat tdk disarankan,barang gak sampai,lebih banyak diam ditempat dan berakhir retur.sayangnya toped memaksakan melalui system utk memilih kurir tsb.tentu sangat mengecewakan layanan toped dan kurir rekomendasinya.",9,"September 21, 2024",2024-09-21T08:22:41Z,
550a252e-4268-4705-a2eb-e35954fc9711,lala siti27,3,"Mencoba checkout barang menggunakan vhocer dari Tokopedia nya tapi agak kecewa sama toko yang barangnya di checkout, ga pernah merespon pertanyaan mengenai produk padahal toko nya sendiri online. Dan status pengiriman masih di proses terus.",3,"September 13, 2024",2024-09-13T01:48:50Z,
264fc0b7-694f-40fd-a7db-2b17bfa47f99,노팔Noufal,4,"Aplikasi ini lebih stabil dibanding aplikasi sebelah, jarang banget ada bug. Voucher yang diberikan juga lebih besar ketimbang aplikasi sebelah. Minusnya disetiap ingin menggunakan sebuah fitur di aplikasi ini harus didownload terlebih dahulu, itu agak membuang waktu. Dan expedisi yang digunakan platform ini sangat super duper lambat kerjanya, apalagi saya dom luar Jawa kalo mau mesan barang harus extra sabar nunggu pesanannya.",10,"August 12, 2024",2024-08-12T02:16:36Z,
2c6be962-df4b-4d14-b765-725dbbdba815,Inurl null,5,tolong dong developer. masalah cache jangan di simpan pada RAM kususnya gambar. saya mendapati ram saya sampai habis. bahkan sampai restart karena proses sistem terganggu. saya yang suka cari barang dalam waktu lama cache membengkak hingga ram habis. bahkan saya sampai ganti hp dengan ram 8gb. itupun sampai lag karena ram menipis saat saya gunakan dalam waktu lama,70,"September 24, 2024",2024-09-24T05:35:46Z,
692de8de-cddf-4443-bfde-c121baa55ee4,galuh tiara,1,"Kalo bisa ngasih rating - 10 pasti tak kasih bintang -10. Kecewa banget 2x transaksi dibatalkan secara sepihak dengan alasan pembatalan oleh sistem, padahal baru saja di payment. Mana payment di alfa udah ngantri udah bayar admin eh dibatalkan dengan sepihak. Dan itu udah 2x, harusnya kalo emang gak bisa atau melanggar s&k ya pas proses payment jangan di loloskan dong, Sangatt sangatt kecewaaa.",165,"September 10, 2024",2024-09-10T13:26:38Z,"Tokopedia sering membatalkan transaksi dan promo sepihak, bahkan setelah pembayaran. Pengiriman lambat, terutama dengan JNE, sering salah alamat. Aplikasi sering error dan masalah sinyal tidak jelas. Pengguna mengalami keterlambatan pengiriman saat menggunakan promo, dan akun sering terkena batasan promo."
df403da3-d850-4c36-99e2-2c6de1836306,Alvin Maulana,2,"Yg paling minus ni tokopedia, jasa pengirimannya lama banget. Kerja sama ekspedisi ga jelas terutama jne, sering banget salah alamat jadi bolak balik tambah lama lagi pengirimannya.",13,"September 10, 2024",2024-09-10T04:50:18Z,
f53dc9b7-0526-4606-a5a4-87dcb64d21cc,Beverly Grace,3,"Saya nggak ngerti kenapa tiba-tiba Tokopedia saya error, karena pas masuk sinyal nya error dibilang sama Tokopedia, padahal pas saya buka app lain lancar-lancar saja. Jadi coba saya restart dan di hapus app nya lalu download lagi, malah sekarang keluar-keluar terus. Mohon diperbaiki tim Tokopedia 🙏",3,"September 05, 2024",2024-09-05T05:50:51Z,
188d29f0-5d49-4a36-a64e-274bee793b96,Tafun Sweet,4,"Kenapa ya Tokopedia itu ada promo pengguna baru, kalo pesen pakai promo itu barang selalu lama di pengiriman. Apa karena barang promo? Tolong di maksimalkan lagi plis untuk pengiriman nya. Kalo sampe barang nya ga nyampe, bintang 3 si, kacau",6,"August 30, 2024",2024-08-30T17:39:00Z,
73897bf8-b269-4211-9ce8-dc5e9523532d,Ilham Febrian,5,"Kenapa akun saya pas pakai promo minimal 1jt dibatalkan terus ya . Sekalinya saya bisa, langsung ga bisa pakai promo apapun lagi, sistem nya bilang saya melanggar S&K ikhlas ngasih promo ga sih sebenernya tokopedia, semoga ga kaya gini lagi. Udah percaya banget dari dulu pakai tokopedia ga pakai yg lain!!!",1,"September 24, 2024",2024-09-24T17:13:53Z,
3f81143a-6379-4a46-9cf3-8860761d4739,Dwi Priyo Utomo,1,"Udah bertahun tahun pakek tokped . Ini pengalaman terburuk yg pernah saya alami , buka aplikasi ini jd lemot, beberapa kali masukin keranjang tp gak masuk keranjang jga. Sering muncul info kesalahan server, voucher pengiriman ada ketika di klik gak muncul di detail pembayaran alias voucer gak bisa dipakai. Tolong diperbaiki aja minimal kaya versi sebelumnya aja",69,"September 16, 2024",2024-09-16T00:51:07Z,"Pengalaman buruk dengan aplikasi lemot, server error, dan voucher tidak bisa digunakan. Pencarian produk sering tidak akurat. Usulan diadakan penilaian jasa ekspedisi agar toko tidak dirugikan karena kesalahan pihak ekspedisi. Beberapa kurir tidak jujur, barang belum datang tetapi di laporan pembeli tidak di rumah."
acddfb59-ec51-40f0-a92d-e3267cd201d3,Lukman Wijayanto,2,"Tokopedia suka gak jelas search enginenya, nyari apa yang muncul apa. Kalau lagi akurat, akuratnya kelewatan, beda tanda baca aja bisa gak muncul. Lain waktu lagi malah kontra, udah sama persis sama judul productnya, eh malah gak muncul. Aneh min, aneh. Sistemnya di update dong, jangan cuma tampilan antarmukanya aja yang diupdate. Mau nyari product aja harus ngabisin waktu.",178,"August 30, 2024",2024-08-30T22:40:38Z,
d7e5d70f-42c4-417d-b0b0-c61b9b61df0e,moh nurron,3,"saran masukan min, kalau paket sudah nyampe. Mungkin bisa ditambah PENILAIAN JASA EKSPEDISI. Karena kasihan pemilik toko kena imbasnya, barang bagus tapi karena keterlambatan ekspedisi penilaian imbas jatuh ke pemilik TOKO. jadi ada penilaian Produk dan Jasa Ekspedisi",5,"September 15, 2024",2024-09-15T09:18:21Z,
5742238a-d15d-4a5e-a711-bb438dad8148,IaNk The Best,4,"Aplikasi sudah terupdate. Barusan sudah melakukan proses Transaksi, dicek di Detail Pesanan menunggu konfirmasi, data tidak dapat terbaca, pesan error, pihak seller konfirmasi pesanan saya blon masuk jadi blon bisa diproses. mohon difix.",35,"August 08, 2024",2024-08-08T04:42:05Z,
c43cfeea-f879-4284-9d04-37c29a295fd5,M Hadi Wijaya,5,Senang belanja di tokopedia.. gratis ongkir dan bisa dapat discount.. sayangnya ada beberapa kurir yg tidak jujur.. tidak datang tapi laporannya pembeli tidak di rumah.. tolong buatkan fitur penilaian dan tips buat kurir..,1,"September 25, 2024",2024-09-25T13:56:43Z,
3e777bec-1310-4df6-aece-2d08cc88675e,Firdaus Nuzula,1,"Lama tidak belanja , giliran mau belanja akun kena pelanggran..heran salah dimananya perasaan aplikasi sebelah aman aman aja. Padahal saya pengguna lama heran. Bikin akun baru malah sama aja.. padahal manipulasi apanya.. belanja wajar produknya juga wajar pembayaran wajar emangnya ngutang kagak bayar apa. Setiap belanja yg disertai promo pasti di batalkan oleh sistem.. ribet jadinya.",90,"September 12, 2024",2024-09-12T15:02:29Z,"Akun sering diblokir saat belanja dengan promo, meski pembayaran wajar. Fitur pembayaran gabungan Gopay dan BCA dihilangkan, mengecewakan. Pengiriman bermasalah, komplain lambat, dan kompensasi tidak memuaskan. Durasi video review terlalu pendek, namun ada peningkatan di tampilan checkout dan metode pembayaran."
c1d59dcb-508c-46a0-b6fa-8a394f8d6e08,Muhammad Aditya Kurniawan,2,"Pembayaran sekarang sudah tidak nyaman. Sekarang tidak bisa memakai 2 metode pembayaran lagi, misal saldo Gopay kurang bisa ditambahkan dengan BCA, dll. sayang sekali fitur tsb sdh tidak tersedia, padahal fitur tsb sangat membantu",1,"September 19, 2024",2024-09-19T09:19:49Z,
c07854ed-87d3-40ef-b6e6-71ff20288104,kalijaga clan,3,"Sejauh ini bagus, hanya baru kali ini pesan lcd ts samsung a11 pakai gopaylater berkendala dipengiriman, update status pengiriman gk jelas barang ada dimana, setelah ajukan komplain untuk investigasi prosesnya lama sekali, padahal pesan paket yg diharapkan barang sampai 2-3hari tanpa ada kendala, sekarang malah kaya gini, rugi waktu, tau paket mau segera dipakai, kompensasi yg didapat malah naikin limit 1jt gopaylater? Buat apa?",0,"September 21, 2024",2024-09-21T22:34:10Z,
fee72528-0a31-47d1-8314-33d4cd3908c4,Arios Ar,4,"Tokopedia tolong dong durasi videonya minimal 1menit apan cuma 30detik saya mau komplain, dan satu lagi kenapa apload video maksimal 1 video review apan kalau gitu. kalau tidak ada respon saya tetap kasih bintang 2",2,"September 01, 2024",2024-09-01T03:51:35Z,
2b1f6fa1-5dcd-4bd7-9b4e-5c233309061e,Septi Ana,5,"Tokopedia sekarang ada yang baru ya ,yang dlu tampilan waktu co tidak ada note nya ,sekarang jdi ada untuk note nya ,trus yg dlu mau co tidak langsung pilih pembayaran ,sekarang langsung bisa pilih metode pembayaran disitu juga (di tampilan saat kita mau co) jadi tambah suka belanja ditokped ,dan jangan lupa untuk perbanyak diskon.nya ya ,biar tambah semangat kita co nya 🤭",52,"September 04, 2024",2024-09-04T14:12:39Z,
a86032cd-bc73-41a2-9b0c-cdffa65613ea,Wadu Jangan Galak Galak (HCOC),1,"Tokped sekarang sistemnya aneh, dikit² kena reload sendiri padahal ga pengen reload halaman. Bikin ganggu, baru liat² langsung ilang dicari lagi beda barang. Habis diupdate juga makin ganggu bug nya. Bintang 1 dulu deh.. ga bohong ganggu banget bug nya.",32,"September 19, 2024",2024-09-19T08:30:45Z,"Sistem Tokopedia sering reload otomatis, mengganggu pengalaman belanja. Wishlist serta pesan dipersulit aksesnya, harus melalui notifikasi. Pengiriman lambat, sering tidak update, bahkan paket dialihkan ke ekspedisi lain tanpa tracking yang jelas, menyebabkan keterlambatan hingga berminggu-minggu."
d855d7ff-1d15-4af8-a822-e5bcb3e245d1,Yayan Mayesi,2,"Ada masalah dengan Menu perpanjang Plus atau hetikan perpanjangan Plus yang tidak muncul, tolong perbaiki bug itu udah saya hapus dan instal ulang aplikasi tapi menu tetap ga muncul",2,"September 09, 2024",2024-09-09T16:51:57Z,
b0c25230-f1f1-4405-9e58-aa799d525e46,Noe Seno,3,"Hallo tokopedia, saya setelah instal ulang aplikasi ini, 1 September 2024, kenapa Whislist ada di sub menu, jadi kelamaan untuk mencari. Apalagi fitur pesan, harus buka notifikasi (lonceng) terlebih dahulu, fitur yang sering dipakai malah dipersulit penggunaannya, tolong diperbaiki min",315,"September 01, 2024",2024-09-01T12:10:54Z,
74f179d0-9c07-4e67-bb05-10ff1cafe1c1,Anam Yusuf,4,"sebenar nya sih bagus cuma pengiriman nya banyak yang gk beres,sering tidak update status dan sering lambat.klo bisa punya jasa pengiriman sendiri dri pihak tokped,kyk si oren dan si biru udah punya expedisi sndiri...",6,"August 23, 2024",2024-08-23T11:39:35Z,
b171151a-7393-4168-b92f-a95d50dd3345,Arfan 07,5,"Mungkin bisa pakai alternatif expedisi yg lain yg program gratis ongkir, yg sekarang sangat lambat bahkan sempat barang hilang. Ternyata sampai di kota tujuan barang di alihkan ke expedisi lain. Di tracking sdah tidak bisa. Alhasil 3 menjadi minggu baru paket diterima. Karena dialihkan expedisi lain.",196,"August 09, 2024",2024-08-09T14:12:57Z,
173e4090-d732-4d02-b220-601daa543354,M. Fatur Afriza,1,"Saya pengguna lama dulu sangat senang menggunakan aplikasi ini tapi sekarang sangat kecewa karena serba dipersulit. Kurir rekomendasi dari tokped pun sangat jelek pengiriman sangat lama(idexp), penghitungan estimasipun ngawur masa baru sampai ditujuan baru dihitung estimasinya harusnya dari awal pengiriman dihitungnya, komplain ke tokpedcare aja cuma dibalas jangan khawatir, ini jadi pesanan terakhir diaplikasi ini setelah itu mending pindah yang lain.",69,"September 14, 2024",2024-09-14T01:04:07Z,"Pengguna kecewa karena pengiriman dengan kurir rekomendasi Tokopedia sangat lambat. Estimasi pengiriman tidak jelas dan sering diperpanjang sepihak. Meski promo bagus, banyak seller tidak mengaktifkan COD."
dd54d814-60db-438f-adc3-1147825cb449,Titin Wahyu,2,"Kurir rekomendasi dari Tokopedia lama banget di kirim barang nya padahal masih satu kota bisa sampai seminggu lebih nyampe nya dan estimasi tiba nya kadang tidak tentu, sangat mengecawakan padahal promo dan diskon nya udah bagus",2,"September 18, 2024",2024-09-18T13:03:29Z,
91205827-7810-4839-88ac-5a26cfa775b3,Eka Ardi Lazarus (EkaLazarus),3,"Mohon Kembalikan fitur Terima Pesanan bagi seller. Fitur ini sangat membantu kami mencegah stok lolos koreksi dan double pesanan. Lebih baik tambah Fitur : Kirim pesanan Sebagian Kirim dengan pilihan pengiriman lain sesuai daftar rekomendasi pengiriman ( tetap gratis ongkir, namun seller bisa pilih kiriman ).",3,"September 11, 2024",2024-09-11T13:06:44Z,
bebbe15d-6fee-4fe5-8d6d-96dd433a8030,"Hamzah, ChaniaGO",4,"Kenapa kurir rekomendasi tokopedia sekarang tidak bagus.. estimasinya suka update sepihak, estimasi awal 3 hari, kmudian diperpanjang, di mundurkan terus.. Trus jg update status pngirimannya nya tdak jelas",0,"September 26, 2024",2024-09-26T14:39:13Z,
4fd13730-0ea1-413c-8b1a-d10b563a89b8,Jaya Lesmana,5,"Untuk promonya udah mantap, pengiriman juga sekarang mah rata² cepat bahkan sebelum estimasi, paketnya udah datang. Cuma 1 yang masih bikin kurang di Tokopedia, banyak seller yang tidak mengaktifkan COD, padahal fitur itu sangat membantu buat yang cuma punya uang cash.",176,"August 06, 2024",2024-08-06T00:10:04Z,
7f1382e6-b375-4500-9b2b-25d36b12e555,JUST ME,1,"Makin di update bukan mempermudah pembeli makin menyusahkan. Mau beli barang ga bisa catatannya 1 per 1 spt seblmnya. Kl pesan barang banyak macam repot tuh bikin catatannya, kl dulu enak setiap barang langsung cttnnya ada di bwhnya. Sdh capek2 simpan catatan barang panjang lebar dan disimpan eh hilang gitu aja jl ga langsung c.out, terpaksa tulis ulang. Ribet!",50,"September 12, 2024",2024-09-12T07:26:11Z,"Update aplikasi bukan mempermudah, malah bikin ribet. Catatan barang hilang saat checkout, harus tulis ulang. Pembatalan sepihak setelah bayar bikin kecewa, sudah 2x terjadi. Pengiriman lambat. Meski begitu, promo dan voucher tetap menarik."
89c7e522-6280-43ef-908a-c331e58397af,Puguh Toko,2,"Pembatalan sepihak Saya sudah beli dan sudah bayar Eh dibatalkan sepihak Kalau memang saya tidak bisa dapat promo harusnya transaksi pembayaran tidak bisa dilanjutkan Eh..pas bayar lancar lancar saja Giliran beberapa menit kemudian dibatalkan sepihak Kalau memang barang promo nya habis, harus nya gk bisa ke payment dong .. Kalau kayak gini PEMBATALAN SEPIHAK Udh 2x kecewa .. Beda sama aplikasi sebelah",28,"September 05, 2024",2024-09-05T22:16:14Z,
9e6f6bd1-e1e8-4de7-bbbd-bfa2154abfda,muhammad rizki,3,"Pengirimannya lama, udah hampir 3 hari masih dikota sipengirim karna discount gratis ongkir barangnya ga diprioritaskan untuk dikirim, padahal pake yang J&T Express, mungkin kalo dibandingkan dengan toko sebelah yang orange kelas pengiriman hemat tapi ga selambat ini sih 4 hari sampe klopun hemat.",33,"August 04, 2024",2024-08-04T02:51:07Z,
2f4e2e3e-0714-4f42-8709-a69945139e53,Mae Mae,4,"Tolong dong update lagi,misal akun sudah 2 atau 3 bulan akun sudah off langsung delete otomatis,soalnya sekarang kartu pada di daur ulang.Kemarin ke adaan kartu sudah tidak aktif karena sudah lama tidak kepakai dan tidak ada akses tiba"" ada paket dateng dengan akun tersebut sementara saya sudah tidak login akun tersebut 🙏🙏",0,"September 24, 2024",2024-09-24T02:34:57Z,
b787ab15-70ef-47b0-ba4c-73fa1824b268,Ani Nurhasanah,5,"Aplikasi nya baguss lengkap semua produk ada, harga bervariasi terjangkau, banyak promo dan kupon voucher jadi bisa lebih hemat belanjanya, terimakasih tokopediaa",2,"September 12, 2024",2024-09-12T11:19:25Z,
