id,rating,platform,label,cleaned
1ea7d16a-5c54-4891-b602-43177fefc575,2,shopee,negatif,pilih ekspedisi kalo cod an males pake expedisi spx pilih reguler lelet minggu beda expedisi belah emg super cepet
065f58d0-9a21-4713-882e-cc1e65d05bcd,4,shopee,positif,suka shope pilih ekspedisipengirim knpa shope expres sya udh dateng kemarin mas kunjung sya selesai bukti sya terima paketnyauntuk shope expres mohon cepat ngirimnya karna butuh butuh mah b terimakasih
dec0b894-e03d-4f39-b679-aa7a4cd412d9,5,shopee,positif,hallo sophe puas fiturpaylatercodgratis ongkirharga murah dapet gratis shope suka kalo kasih saran kalo jalan kelokasikerumah kasih tau nama kurir sy rumah langsung hubung kurir rumah uang titip kekeluargaketetangga terimakasih
88e7ab98-fcd3-4de1-b405-6c16fc88d2a5,1,shopee,negatif,jasa pilih sistem efektif sistem otomatis pilih spx banding jasa spx emang bagus lot salah sortir mulu mutermuter susah sesuai tanggal estimasi kalo emang orang pake jada spx benah kerja atur maksa halus gin
92e8c305-6eda-4549-a858-6c99a69cd93b,2,shopee,negatif,pilih ekspedisi please kecewa duakali ekspedisi super lemoot lambat ganti garansi tetep ganti rugi telat bijak rugi lari belah bikin ribet proses sekian
9b7f2b06-a363-49a6-8296-dba830bc35db,4,shopee,positif,nyaman dg terang mohon shope jaga nyaman terimakasih
25caf768-5463-46a1-92ad-227da4b4981f,5,shopee,positif,moga tanggap mohon selektip perihal kerja ekspedisi lambat konvensasi ganti lambat mesti costumer co ngitung emang tanggal estimasi pick tgl jam pagi notif gagal jam malam jam jalan besok
02fd11cf-4470-460d-8fb8-7b335c3be535,1,shopee,negatif,sdh tdk bagus sdh peket sya hilang dlm jalan lambat dri batas estimasi rb doank batas tdk banding dgn rugi jual
020bea35-c5da-402c-939a-3e16a89bbbd5,2,shopee,negatif,suka shoppy alas kurir pusat kampung lot respon jarang respon dii shoppy respon chat alias lot respon semalem suntuk terkadang respon hobby ngeblokir pulak ni shoppy pusat cancel an amaaat dikit
cb404f71-7534-497b-821c-e838c2101330,4,shopee,positif,kalo bayar slalu limit ngga naek cair tgl tgl bayar tgl bingung beli pulsa darurat limit mu kadarluasa sblum limit gedeharus cs slalu bayar perhati booz ngecewain mudah kasih nyaman
64c6be20-319e-4127-904d-f04e329fbfa4,5,shopee,positif,maju jual beli beli untung program affiliate batas konten vidio bukti bayar cipta ekosistem suka tarik coba salam
62745ad6-6e94-4cda-8dcb-cb96460f484e,1,shopee,negatif,haah bayar shoppy pay tulis downloading mohon tunggu bayar tunggu download mnt angka selesai bayar mohon sulit bayar shoppy pay
512980dc-b5d6-4c40-874e-43d723c1a7c5,2,shopee,negatif,ekpedisi spx lelet spx hemat regular express point reguler ato sampaiini cepat minggu ekspedisi pilih agi kecewa
31e0e273-73d1-4a56-bbc2-c958c1c57753,4,shopee,positif,andal si online cuman affliate si upload video keranjang suka tibatiba hapus sesuai keranjang beli gitu edit ulangditempelin foto produkeh hapus sistem video nunjukin approve coba adil wkwk tuh arrghhh aririmet kesel moga ditingkatin sistem hehe
5cb822bc-8419-4858-9613-faa0e2b325ba,5,shopee,positif,mohon slektif bekerjasama ekspedisi krna sy sya return kurir alas sy menolakpadahal tp jual tim ekspedisi auto akun cod ekspedisi spx
956cc751-006f-422e-b35e-abcfdad99c8e,1,shopee,negatif,suka shoppe update pilih jasa mudah gratis ongkir banding ikutin rekomendasi shoppe langsung kalo ubah terkadang kena biaya lgi gratis ongkirnya lokasi cepat expedisi shoppe semenjak ubah gin jasa ekspedisi sayamalah
2ca68c76-eae3-484a-bee0-873371d6f472,2,shopee,negatif,sistem makan terkadang stuck andal garansi garansi rubah proses proses alami stuck gtw garansi log dar log alami ubah jadwal gtw
06ff6090-9da2-4376-ae9c-97662f34f68f,4,shopee,positif,rajin clear chace habis buka pagi buka nyaselalu tulis mohon halaman utama gimana tunggu minoiya update
44e87345-496d-4a8b-bbaa-090afd201a57,5,shopee,positif,posisi dmn cari dptnya dmn cari menu food aneh mudah utama wilayah contoh cari soto muncul dr jarak km logis sedangkn jarak km dlm keti cari etik soto rekomendasi nama resto pilih cerdas dikit biar gk kalah si ijo tetangga sbelah
c0835628-9a18-4b78-b9ef-1f120c6b4bde,1,shopee,negatif,lemah shoope kerjasama kurir auto pkai kurir sangkut cod spaylater transfer bank sma parah bsa rubah contoh transaksi spaylater byar cod beli tau performa kurir tp sdh sdh hafal performa kurir daerah nyusahin bolak pilih gk pkai kurir spe ex
74f71e8c-92a1-49fb-abf8-33580b525de4,2,shopee,negatif,trus jual expedisi konfir ganggu aktivitas sy dlm cod krn gagal expedisi kena imbas lot
45a43f67-601a-48b4-a4be-7a5fb224e31a,4,shopee,positif,kasih bintang dulushopee bagus variasi aman banding lazada batas leluasa airsoftgun merk dcobra jual
f21b9f5b-4e2f-4e2b-a22b-e1e5e01fc201,5,shopee,positif,terimakasih layan puas online diskon gratis ongkir selesai mesan koin jga shopping real pict sesuai deskripsi moga
75502757-3588-4bc9-bcc5-6fd001441129,1,shopee,negatif,kesini berat apk salah hubung wifi lancar mbpshh ram gb opsi rekomendasi gratis ongkir gunakankalau ganti jaskim laku pake versi lite opsi pengirimanopsi bayar spay tracking kesini ribet ruwet pindah server
e168230f-8204-4028-974b-072195fc63dd,2,shopee,negatif,tukar koin hasil game tanam nonton live keluh tukar alias full bayar koin kasih minimal tukar patok cape cape ngumpulin ken beli uang tinggal ken make koin ngga tukar kasih atur beli koin atur bel
17971dd4-adc6-49d9-8083-02f319495830,4,shopee,positif,bagus kritik sistem deteksi beda metode bayar cod cod cek akun sanksi bayar cod cek terang kurir sesuai tampil berat
ec45aa8c-418c-4841-a413-ca0cde8084c4,5,shopee,positif,online shop coba alam promo gratis ongkirnya real abis nyicil spay later solusi mahal juta rupiah buyer kuat alibi makasih
a4d3274f-efe6-4384-915e-d54c6de72b43,1,shopee,negatif,bagus milih jasa otomatis lambat beda otomatis pilih kurir beda jt spx jt minggu spx estimasi kecewa pilih jasa moga
9f5fb68a-674b-45f7-a8ce-557fde2948d8,2,shopee,negatif,bagus dr rumah bs cod kereen suka shopeetapi aktif spaylater kak update ulasankenapa tipu kawe tabur market shopeedan rugi
1013bd92-128c-4af8-92c4-218dfebdbb2d,4,shopee,positif,ekspedisi super tanggal contoh kaya estimasi tanggal cek gerak kecewa
a50bd897-a5f2-495b-9af2-abb8ae5a2295,5,shopee,positif,tau megic tipu bikin kecewa checkout harga murah sesuai
ecb5e1ec-24e8-478c-860e-5f1f8e27720d,1,shopee,negatif,bertahuntahun muak expedisinya auto spx super lot kondisi jasa spx super lelet dulubisa pilih jasa orang pindah ratarata koment disni keluh tindak keluh langgan rating turun laku
e895f177-2928-44a3-b9be-56c99c404604,2,shopee,negatif,parah vouchernya gabung voucer gratis ongkir lai akun teman gabung vouchernya jarang
10565390-cfcd-4cd9-8aa9-210954c92270,4,shopee,positif,knpa yah beli sistem cod tdak pemberitahuan metode bayar codbayar laku aktif cod sistem codnya aktif
ea19725b-6e9f-4007-8173-3cc392fa8109,5,shopee,positif,berat tinggal masuk bayar beli data discount susah bayar
312320fa-7953-472d-be3c-cce948054693,1,shopee,negatif,bagus lambat loading sayang semenjak ambil alih spx lambat spx reguler nalar malas beli express kocak sistem
00e18703-ac91-44e8-8835-c067b78a01a6,2,shopee,negatif,ribet gabisa pilih jasa expedisi otomatis nyaterus dapet ekspedisi lot bngt smpe smpe enak ribet pilih jasa sesuai dapet jasa zonk
8682d3a1-9412-4682-9f9c-ee6dbcd7f519,4,shopee,positif,sy suka ori tp sy suka semenjak spx jujur spx mentok gitu kalo hapus spx suka pilih gabisa
52d94f5e-52aa-4f6d-a68e-c3fb8d6b090c,5,shopee,positif,bantu inidari cari lengkapsistem bayar mudah customersampai pinjam spay later memudahkancuma sukakalo dapet kurir si cepataku cepet ganti expedisi pokok nyasebab nama si cepat layan si lelet
76ec680e-4ae0-497e-99f2-2102131cea26,1,shopee,negatif,ngga iklan ganggu orang gitu na coba langsung buka iklan ganggu kn d cancel gtu hilang iklan d cancel masuk d coba orang sibuk silah bikin iklan janggan jengkel bgtu iklan d cancel hilang beda pikir ajar kerja
a2d46cc8-667f-4783-ad29-6048434e9cf0,2,shopee,negatif,shope klo rekomendasi ekpidisi bagus ekpidisi nama udh gede msh suka transit knp skrg ubah apus biar customer nentuin sndri ekpidisi
8a4a53a5-bafe-4c60-adf1-d05b1dc281bc,4,shopee,positif,ngritik muji cek in tp cek in gah cod ku tau cek in tau harga cek in tp nerima cod beda nasipnya beli kemarin emang
e9af4f81-1cb9-4665-9775-f269c2012468,5,shopee,positif,lot ngelag short video emang toktok bilang update versi clear cache bosen dengernya
0e4ba9f7-bf16-4e1f-90dc-85b4d9266f44,1,shopee,negatif,shoppe jasa otomatis spx reguler hemat kalo pilih jasa reguler memlilih jasa bayar ongkir suka jasa spx hemat reguler kurir suka
d4a24c9e-e25d-4390-a6fa-9833516d317a,2,shopee,negatif,jasa kurir lambat sdh po si beli desak si jual jasa jasa kurir sortir janji tanggal skrng masihdi gudang sortir beli suruh bayar dgn sistem bayar tp profesional beli tunggu beli setir
55f70d37-d317-4e9e-b82c-9160721d8870,4,shopee,positif,please ringan mudah bug loading buka live susah mudah apk toktok karna sistem bagus alangkah apk ny udh lite udh ringan gitu cuman reng karna bberapa temu lihat live smoga masuk terima sukses shopeeterimakasih
1f52132b-614f-4644-8718-b6902f9155cf,5,shopee,positif,senang blnja shoppi brang sesuai promo mudah digunakanproses brng mudah brng sesuai kurir ramah bantu
af0d95db-da38-4d33-a17b-ad66c4318c7a,1,shopee,negatif,buka diupdate buka bagus fiturnya bug apk buka cuman halaman intro buka apk kedip kedip buka gimana solusi milik transaksi gimana sekian makasih moga bug bug
b7032e3e-2b3f-4e8e-b9f2-2dd14c88fd5a,2,shopee,negatif,pilih ubah ekspedisi bayar spx daerah super minggu hilang karna ekspedisi spx moga rugi dgn ekspedisi spx
592e2a35-5277-494b-95eb-d065f4edc9fc,4,shopee,positif,okey no problem sp pinjam nyaman krn nagih angsur pake telp ancam gk enak dengar telat denda kasih pemberitahuan silah tanda silah cek riwayat pinjam sp pinjam bayar tanggal info admin mksih
bdd668b3-b3dc-4bb3-8707-69e2505972aa,5,shopee,positif,amanahdan layanannay realpic kurir jugak ramahok pokoknyaongkirnya jugak murah utk tinggal sumatra utara klo co ratus gratis ongkirtop markotop pokok
66b8d80e-d889-45f6-b6a3-46779b591261,1,shopee,negatif,beda dgn gratis ongkir dlu ekspedisi skrg laku ekspedisi rekomendasi gratispotongan ongkir rekomendasi estimasi minggu maaf yaa kalu costumernya
ae1c207b-7b5b-425f-a523-eb2143b2942b,2,shopee,negatif,kecewa taruh main kecewa rekomendasi orang jasa
8e74b5e1-0781-423d-8b33-cad3d171e0b3,4,shopee,positif,langsung ku kasih bintang layan layan ku tambahin bintang
410d9902-9c8b-495d-93ae-7a1b2ba6b169,5,shopee,positif,puas shoope sesuai harga saing layan bagus cuman gratis ongkir lai nominal check out harga mahal offlinetoko an mohon layan langgan shoope tingkat
9109790e-ddf2-42be-bd3f-977891bdc4a2,1,shopee,negatif,expedisi pilih gratis ongkir rekomendasi rekomendasi expedisinya expedisi anteraja lot minggu
d4b35a5e-d877-4766-b181-cd7bbae43a59,2,shopee,negatif,update rubah ekspedisi checkout rubah checkout free ongkir free ongkir rekomen dsri ubah versi karna pribadi suka ekspedisi spx standard
d1cb8672-607f-44c2-b64a-a1d982cd1878,4,shopee,positif,selamat pagi tingkat jual konsisten jual layan kosong diberitahu kosong uang kosong kecewa nunggu batal lo gitu utk balas chat beli cepat beli ajar utk
1b860851-7088-4857-9c0a-5d5412e90ece,5,shopee,positif,bagus kumpul koin gratis ongkirtapi jaring lot wifinya bagus trus lambat tambahin bayar ewallet dana ovo gopay biar nyaman shoppe biar ramai
89c6de97-e147-40c5-ba47-38d689ec4b11,1,shopee,negatif,kecewa dgn shopie spx kurir suka nunda ngantar habis main cancel sendirinanti disalahin beli hubung
f174e112-e1fe-4ccd-aea0-2bc204b5cd6a,2,shopee,negatif,berrraaaatttt appnya koneksi bagus wifidata spek hp ngebut buka live ngefreeze hp gw smua hp keluarga n temen kjadian mohon ui bikin ringan sumpah ganggu stuck ngefreeze gitu
0cd04be0-8981-49a6-86ce-21e8082fc80a,4,shopee,positif,saran biaya layan bayar shopeepay hilang biaya layan shopeepay cod cod nominal ribu setia suka bayar saldo shopeepay kecewa si bagus biaya layan isi saldo potong lumayan
98aadbb9-d28e-4cf6-9583-4575da1bd46b,5,shopee,positif,system respond dgn cepatproposionalcuma alam kecewa penjualtoko dgn tdk transparan disamarsamarkan pura bloon moga success
edd00a43-d2ff-4d67-ac65-e1548004c590,1,shopee,negatif,kendala install berat berattoko shope ragu buka susah beli buka alami pingin apk tuh looding ujung capek beli performa apk maximal
e0a86a0d-fc8d-44ed-9001-61e8eb480fea,2,shopee,negatif,parah skrg pilih ekspedisi ngaco skrg spx mulu nyampainya jnt skrg spx opsi ekspedisi ubah beli nentuin ekspedisi
dc6c8f68-3edb-4bb7-beab-a6d3f43bbecd,4,shopee,positif,bertahuntahun blm anak skrg anak online pinjol kredit online tp gk hadiah sovenir aq langgan shoping online belah sovenir
22db941a-7349-4a6c-86dd-f5bada445792,5,shopee,positif,parfume murah kecewa iklan sesuai terima puas iklan sesuai dgn terima selektif iklan bagus terima tdk sesuai iklan terima kasih
e633e6e9-d574-44ee-b4bf-ef4233ed2f71,1,shopee,negatif,skrng biaya layan tpi kualitaa jelek kurir jga profesional pake jasa spx sesuai timeline sabar jga kurir plus profesional kecewa
a1805274-476d-4214-a640-9136a7105a7a,2,shopee,negatif,maaf sblmnya sebenernya bagus tpi suka lot klo klik keranjang suka susah bangettt pake smpe kesel loading jga suka udh update lgi biar bagus lgi biar lot lot lgimakasi
63f54dcb-00ca-4b28-bf1a-db2a258d63aa,4,shopee,positif,limit spaylater gk telat bayar tagih limit beda krivo bayar gk telat limit
64354f9b-3983-4b3b-b673-5fe993e43994,5,shopee,positif,update sekaranguntuk deskripsi salindulu lo pikir update bisakenapa update dihilangkanpadahal keren n paing suka blanja
600cb3bb-d95b-41dc-901b-0fc64edf5907,1,shopee,negatif,update jelek selesai check out kurir langsung otomatis sistem ubah kurir pengiriaman ubah bagus pilih sesuai beli kurir moga update
bbecf455-4046-4f64-8ed3-acf5c38a2459,2,shopee,negatif,maaf sy kasih bintang krn sy kecewa jdi error kedip buka sy utk cari trus sy gk tau ngebenerinnya sy sdh update msh sja error
e1070c99-6ce4-4722-9bd1-131d24addfbb,4,shopee,positif,hapus opsi ubah expedisi karna biar bebas langgan pilih paten gitu daerah expedisi ontime customer puas perhati terima kasih
5b351eaa-6ebe-46c1-bb3c-e4b2181027c5,5,shopee,positif,verifikasi puzzle menggangu halaman halaman gagal muat hilang ganti finger print pin dsj ganggu orang blanja aman sistim puzzle mending blanja pake browser aza multi tab iya saran opini sahaja
7074d383-0e84-4224-96e2-e49ef469f731,1,shopee,negatif,main game muncul pop up verifikasi gamenya kereset dikit menang dikiiiit refresh make koin refresh clear cache update hapus data tetep gitu koin layang sia
5325846a-0e62-4f57-8a3e-286f6532ea98,2,shopee,negatif,bagus kalo balikin pilih ngak milih semenjak expedisi spx lambat klaim rb lambat ngak ngaruh
65d85d5b-c690-4309-a3f7-5d4fea38d8d7,4,shopee,positif,sebenernya kemarin aman tp lambat saking otomatis batal suka pake karna freong tp lambat semuaharusnya tgl tgl muter transit kecewa nunggu lamasemoga batal kek suami
6329fe71-4fd5-4eff-84d4-22004109f88f,5,shopee,positif,member classic platinum pilih jual jamin aman ad seller bendel kaya jual palsu kualitas jelek diskon oke cs fast respon lelet trusted
e0640578-46c4-4331-952c-ee50ded5bfd4,1,shopee,negatif,neng d y lengkep rating sm ulas langgan y d jadiin referensi sblm co gk d suka ekspedisi spx y lelet bikin beli gk nyaman d rekomendasi otomatis kaya ekspedisi y paten mending kaya pilih ekspedisi sesuai butuh customer kualitas ekspedisi beda kota klo d fokus sm ekspedisi kacau
2e5d1224-9ad5-43b5-859a-f361dbfc38e1,2,shopee,negatif,lagiyg pilih jasa ekspedisi korban gratis ongkirtidak sekaranggratis ongkir laku sesuai rekomendasi rekomendasi shopenya anehaneh pake jnt
40ff1694-eba7-4d0c-ad3c-9655df8e615f,4,shopee,positif,semenjak pilih jasa reguler knp otomatis udh tunggu bebas konsumen customer pilih jasa bantu jgn jasa reting turun
d00f8d91-1caf-4fa9-9a22-a2f57ce47987,5,shopee,positif,bantu diskon free ongkir kadang free ongkir yahehehe please free ongkir k
db841dfb-6b3a-4f73-b16f-c7ca95ed22cd,1,shopee,negatif,kembaliin bebas pilih opsi nyaman semenjak update nyesel update expedisi bawa shope tuh sampenya alam kurir expedisi sopan bikin kapok
0a988b36-a955-4f5e-8bdd-895b1aca7d37,2,shopee,negatif,kes maksa nonton live streaming video sosmed ol shop video curi up situ garagara bikin makan datakuota scroll nyari cepet abis gb ui nyaman kadang bikin pusing gbisa chat cs enak ui tokped
b611c80a-8714-4fc5-8dce-0d3683f23a60,4,shopee,positif,maaf sya bntngnya tlg kblikan filter lokasi kyak dlu dtmpilkan sesuai sm filter lks d pilih filter lokasi udh d pilih muncul dr lokasi klau lks d pilih gk biar kyak cari tdk sedia jgn nampilin lokasi dicmpur lokasi udh pilih filter lks sy dr jawa milih lokasi sesuai tmpat tp muncul bnyak daerah jawa
e31bd9fa-6a6a-4961-ba94-5155aac3a048,5,shopee,positif,hy akun ku tdk cod cod cek transaksi transfer sperti bln co bayar ny transfer transfer cht jual si jual bilang bayar hasil
9202f868-6542-4bb5-8424-3a93f0193e65,1,shopee,negatif,jengkel krn estimasi terang estimasi tgl september skrg tgl september blm suruh milih ribu cepat gue milih cepat banding dpt rb tp ribu tarik rekening tukar pulsa bagus banding potong harga rb mending lazada tiktok
3d665e3f-afad-4cf2-81c1-f6d4b67e9b6f,2,shopee,negatif,suka pake skrg males promo ongkir otomatis expedisinya pake spx sdgkn daerah ku spx payah timbun gudang tau tau retur bikin susah kitaapalgi kalo bayar ribet
118c16c8-71f3-4432-92b7-bce580b154fa,4,shopee,positif,maaf turunin bintang milih ekspedisi please balikin milih ekspedisi co spx spx ku super lelet gagal please bangat balikin milih ekspedisi
4c839f81-3f7d-4388-9132-d48c41810654,5,shopee,positif,hay shopie terimakasih prioritas customer terimakasih bebas bantu sesuai expetasi curang jual manfaat customer jaya shopie
3d8e33d7-0050-4fe4-b4a3-0cf6670d5c7e,1,shopee,negatif,web error langsung sinkron dasar browser khusus buka shoope jelek bener jenis please stop pop up i came for buying not looking useless addsspx jasa langsung shoope jelek bener bintang minus pilih dah
f7825b0f-ee51-4997-859c-11eb6c5f6193,2,shopee,negatif,kalu bintang bintang enak pilih expedisi spx ubah lg klu ubah gratis ongkir tdk bayar menggunaakan expedisi spx layan buruk konfirmasi dr kurirkadang terang terima rumah buruk mohon
97419223-d675-4325-aeec-aa477fb22f43,4,shopee,positif,suka krna lengkap murah sayang utk agen kurir spx express area manado jelek layan lwt estimasi retur akun jelek
dd244c6a-895f-4fd3-b293-be694681a4fd,5,shopee,positif,alam sofhie urus gampang karna cod cek kalok cocok tinggal langsung kurir good job sukses sofie jajar
1ed953b6-d989-4039-9800-12af7f992b6b,1,shopee,negatif,semenjak update jelekpercuma regular telat estimasi berubahsudah berkalikali mesan regulerbayar ongkir mahal biar cepatmalah telat
f5015991-125b-49fc-8182-242632facc48,2,shopee,negatif,hai sy tombol ubah ekspedisi muncul dihilangkanjadinya memilihdan ekspedisi spx muncul ekpedisinya suka lelet sekalijgn maksa hrs pake ekspedisi
f3cde1bb-288d-486c-adb2-66702f7eb3e8,4,shopee,positif,versi pilih ekspedisi kak sebel otomatis milih gin ekspedisi dapet lot versi pilih ekspedisi
